headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Gen. Weyand Will Head Army Forces in Pacific,1973-03-01,https://www.nytimes.com/1973/03/01/archives/gen-weyand-will-head-army-forces-in-pacific.html,article,"WASHINGTON, Feb. 28 (AP) — Gen. Frederick C. Weyand, now United States commander in Vietnam, was named today to become commander in chief of all Army_ forces in the Pacific.",Archives,,Archives,,['Vietnam']
Briefs on the Arts,1973-03-01,https://www.nytimes.com/1973/03/01/archives/briefs-on-the-arts-cornell-acquires-vietnam-art-mss-bolshoi-in-no.html,article,"ITHACA, N. Y., Feb. 28—Cornell University has made what may be the largest single acquisition of Vietnamese books and documents, university officials announced today.",Archives,,Archives,,[]
Former Top G.I. and 2 Others Plead Guilty in Kickback Case,1973-03-01,https://www.nytimes.com/1973/03/01/archives/former-top-g-i-and-2-others-plead-guilty-in-kickback-case.html,article,"LOS ANGELES, Feb, 28 (UPI) —Willian O. Woolridge, the former first sergeant major of the Army, and two co‐defendants pleaded guilty today to criminal charges in connection with the operation of servicemen's clubs in Vietnam.",Archives,,Archives,,['Vietnam']
"Assembly Hails Vietnam G.I.'s, But the Wording Causes Debate",1973-03-01,https://www.nytimes.com/1973/03/01/archives/assembly-hails-vietnam-gis-but-the-wording-causes-debate-mentally.html,article,"ALBANY, Feb. 28—A con??tion between supporters and opponents of the war in Vietnam took place in the Assembly today over a resolution honoring the veterans of that war.",Archives,,Archives,,['Vietnam']
C.I.A. AD NAMES ESPIONAGE CHIEF,1973-03-01,https://www.nytimes.com/1973/03/01/archives/cia-head-names-espionage-chief-two-generals-chosen-many-are-alarmed.html,article,"WASHINGTON, Feb. 28—James R. Schlesinger, the new Director of Central Intelligence, has named William E. Colby, former head of the American pacification program in South Vietnam and a long‐time intelligence operative, as director of clandestine operations.",Archives,By Seymour M. Hersh Special to The New York Times,Archives,,[]
Intricate Maneuvers Ease Crisis at Paris Conference,1973-03-01,https://www.nytimes.com/1973/03/01/archives/ntricate-maneuvers-ease-crisis-at-paris-conference-maneuvers-at.html,article,"PARIS, Feb. 28—The United States and North Vietnam, through some intricate diplomatic maneuvering today, seemed to ease the crisis over the delay in American prisoner releases and to pave the way for concluding the international conference on Vietnam Friday.",Archives,By Bernard Gwertzman Special to The New York Times,Archives,,['Vietnam']
Not Much Of A Peace,1973-03-01,https://www.nytimes.com/1973/03/01/archives/not-much-of-a-peace-in-the-nation.html,article,"The first month of “cease‐fire” in South Vietnam has not been gratifying for anyone, except for the release of the first group of American prisoners. Fighting continues at unacceptable levels, international control is nowhere really in evidence, and not even a beginning has been made on the longerrange question of the political development of Vietnam.",Archives,By Tom Wicker,Archives,,['Vietnam']
Small‐Arms Fire In Vietnam Injures A U.S. Copter Pilot,1973-03-01,https://www.nytimes.com/1973/03/01/archives/smallarms-fire-in-vietnam-injures-a-us-copter-pilot-helicopter.html,article,"DA NANG, South Vietnam, Feb. 28 — An unarmed American military helicopter carrying a Canadian and an Indonesian member of the International Commission of Control and Supervision was hit by small‐arms fire today 12 miles south of here. The American pilot was severely wounded in a leg.",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Letters to the Editor,1973-03-01,https://www.nytimes.com/1973/03/01/archives/letters-to-the-editor-new-devaluations-will-they-cure-us-ills-until.html,article,To the Editor:,Archives,,Archives,,"['Vietnam', 'Vietnam']"
SHIPS PULL BACK,1973-03-01,https://www.nytimes.com/1973/03/01/archives/ships-pull-back-work-had-just-begun-in-haiphong-sources-at-pentagon.html,article,"WASHINGTON, Feb. 28—The United States started to sweep Haiphong harbor of mines yesterday and then, abruptly, stopped all operations and moved its mine‐clearing task force to sea, according to wellplaced Defense Department sources.",Archives,By William Beecher Special to The New York Times,Archives,,['Vietnam']
