headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
ALL U.S. BOMBING BELIEVED HALTED FOR THE HOLIDAY,1973-01-01,https://www.nytimes.com/1973/01/01/archives/all-us-bombing-believed-halted-for-the-holiday.html,article,,Archives,By Fox Butterfield; Special to The New York Times,Archives,,['Vietnam']
Hanoi's Envoy in Paris Again Urges U.S. to Sign,1973-01-01,https://www.nytimes.com/1973/01/01/archives/hanois-envoy-in-paris-again-urges-us-to-sign-technical-session-set.html,article,"PARIS, Dec. 31 — Vo Van Sung, North Vietnam's representative in Paris, asserted tonight that his country had won a “strategic victory” over American air power and called upon the United States to sign the nine‐point draft accord reached in October.",Archives,By Henry Giniger; Special to The New York Times,Archives,,['Vietnam']
Foes of Nixon on Vietnam Planning Steps in Congress,1973-01-01,https://www.nytimes.com/1973/01/01/archives/foes-of-nixon-on-vietnam-planning-steps-in-congress-nixon.html,article,"WASHINGTON, Dec. 31 —There were strong signs today that President Nixon's halt in bombing above the 20th Parallel in North Vietnam had brought him little, if any, respite from Congressional criticism of his Vietnam policies.",Archives,By Seymour M. Hersh; Special to The New York Times,Archives,,['Vietnam']
‘Hope Is Reborn’,1973-01-01,https://www.nytimes.com/1973/01/01/archives/hope-is-reborn.html,article,President Nixon's decision to stop the bombing North Vietnam north of the Twentieth Parallel and send Henry Kissinger back to Paris signals a return to sanity that will be greeted with relief throughout the nation and the world. As French Foreign Minister Maurice Schumann remarked: “Hope is reborn.”,Archives,,Archives,,['Vietnam']
"For Residents in Hanoi, A Full Night's Sleep",1973-01-01,https://www.nytimes.com/1973/01/01/archives/for-residents-in-hanoi-a-full-nights-sleep-for-hanois-people-a-full.html,article,"HANOI, North Vietnam, Dec. 31—The people of Hanoi were able to get a full night's sleep last night for the first time since the United States bombing began two weeks ago.",Archives,,Archives,,['Vietnam']
Pope Calls Bombing Halt Ray of Light’,1973-01-01,https://www.nytimes.com/1973/01/01/archives/pope-calls-bombing-halt-ray-of-light-discloses-his-involvement.html,article,"ROME, Dec. 31—Pope Paul VI, though suffering from influenza, made a public appearance today to welcome as “a ray of light” the end of the United States bombing raids on North Vietnam and the planned resumption of peace talks.",Archives,By Paul Hofmann; Special to The New York Times,Archives,,['Vietnam']
Foes of Nixon on Vietnam Planning Steps in Congress,1973-01-01,https://www.nytimes.com/1973/01/01/archives/foes-of-nixon-on-vietnam-planning-steps-in-congress-foes-of-nixons.html,article,"WASHINGTON, Dec. 31 — There were strong signs today that President Nixon's halt in bombing above the 20th Parallel in North Vietnam had brought him little, if any, respite from Congressional criticism of his Vietnam policies.",Archives,By Seymour M. Hersh; Special to The New York Times,Archives,,[]
100 War Protesters Hear Outdoor Mass Near St. Patrick's,1973-01-01,https://www.nytimes.com/1973/01/01/archives/100-war-protesters-hear-outdoor-mass-near-st-patricks.html,article,"Shrouded in fog and dampened by a steady drizzle, about 100 antiwar protesters gathered near St. Patrick's Cathedral in midtown Manhattan yesterday to hear the Rev. Daniel Berrigan offer a prayer of thanks to God for the bombing halt above North Vietnam's 20th parallel.",Archives,,Archives,,['Vietnam']
War Is Peace,1973-01-01,https://www.nytimes.com/1973/01/01/archives/war-is-peace.html,article,"LONDON, Dec. 31—Fragment found in a dusty future corner of a time machine:",Archives,By Anthony Lewis,Archives,,['Vietnam']
ALL U.S. BOMBING BELIEVED HALTED FOR THE HOLIDAY,1973-01-01,https://www.nytimes.com/1973/01/01/archives/all-us-bombing-believed-halted-for-the-holiday-pause-reported.html,article,"SAIGON, South Vietnam, Monday, Jan. 1—There were indications today that the United States had temporarily halted all bombing in both North and South Vietnam in observance of a 24‐hour New Year's Day cease‐fire proclaimed by both the Communists and the Saigon Government.",Archives,By Fox Butterfield; Special to The New York Times,Archives,,[]
