headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Hue Strives for Hope Amid All the Despair,1973-09-01,https://www.nytimes.com/1973/09/01/archives/hue-strives-for-hope-amidall-the-despair.html,article,"HUE, South Vietnam, Aug. 23—Hue, which has known so much war, is at peace for the moment. But people seem anxious, waiting for some resolution of their ambiguous, precarious situation.",Archives,By James M. Markham Special to The New York Times,Archives,,['Vietnam']
Sihanouk Plans Offensive In December With Hanoi Aid,1973-09-01,https://www.nytimes.com/1973/09/01/archives/sihanouk-plans-offensive-in-december-with-hanoi-aid.html,article,"PEKING, Aug. 31 (UPI)—Prince Norodom Sihanouk today said that his Cambodian insurgents would open a fullscale attack on Phnom Penh in December with direct military support by North Vietnam.",Archives,,Archives,,[]
Biaggi Urges Employment For the Vietnam Veterans,1973-09-02,https://www.nytimes.com/1973/09/02/archives/biaggi-urges-employment-for-the-vietnam-veterans.html,article,Representative Mario Biaggi urged yesterday that the Labor Day holiday not only celebrate the working man but that it also be a “reflective time of concern for the plight of the unemployed Vietnam veterans.”,Archives,,Archives,,[]
TV Mailbag,1973-09-02,https://www.nytimes.com/1973/09/02/archives/how-are-hughes-and-sally-doing-tv-mailbag-jessica-julian-hooray-for.html,article,"To THE EDITOR: SALLY QUINN and Hughes Rudd are so good that it wouldn't surprise me, a veteran TV viewer, to see them replace Walter Cronkite in an expanded daily hour‐long evening news series on CBS. With more interesting women's news‐type features replacing the drab features now filling the Cronkite show.",Archives,,Archives,,['Vietnam']
TRUCE UNIT SESSIONS CANCELED BY SAIGON,1973-09-02,https://www.nytimes.com/1973/09/02/archives/truce-unit-sessions-canceled-by-saigon.html,article,"SAIGON, South Vietnam, Sept. 1 (UPI)—South Vietnamese Government delegates boycotted five subcommission meetings of the Joint Military Commission today in what they said was a protest against Viet Cong impoliteness at a stormy meeting of the commission yesterday.",Archives,,Archives,,['Vietnam']
World News Briefs,1973-09-02,https://www.nytimes.com/1973/09/02/archives/world-news-briefs-us-air-squadron-leaves-taiwan-naples-has-riots.html,article,"TAIPEI, Taiwan, Sept. 1—The United States Air Force has withdrawn a squadron of C‐130 transport planes from a base in central Taiwan, it was announced today, in the first reduction in the American military presence here since President Nixon's trip to China early last year.",Archives,,Archives,,['Vietnam']
Sihanouk Says His Forces Will Attack in Dry Season,1973-09-02,https://www.nytimes.com/1973/09/02/archives/sihanouk-says-his-forces-will-attack-in-dry-season.html,article,"PEKING, Sept. 1 (Reuters)—Prince Norodom Sihanouk took issue tonight with reports that forces loyal to him would open a full‐scale assault on Phnom Penh in December with direct military support from North Vietnam.",Archives,,Archives,,[]
Vietcong Reported to Attack Post 10 Miles From Saigon,1973-09-03,https://www.nytimes.com/1973/09/03/archives/vietoong-reported-to-attack-post-10-miles-from-saigon.html,article,"SAIGON, South Vietnam, Sept. 2 (Reuters)—The South Vietnamese Army today reported an attack on a militia outpost only 10 miles from Saigon beside Route 4 leading to the Mekong Delta.",Archives,,Archives,,['Vietnam']
Letters to the Editor,1973-09-03,https://www.nytimes.com/1973/09/03/archives/letters-to-the-editor-west-side-highway-project-blueprint-for-a.html,article,To the Editor: I was greatly disappointed at the uncritical tenor of the Aug. 22 editorial in The Times on the proposed reconstruction of the West Side Highway.,Archives,,Archives,,['Vietnam']
SIHANOUK EXPECTS HANOI AMMUNITION,1973-09-03,https://www.nytimes.com/1973/09/03/archives/sihanouk-expects-hanoi-ammuntion.html,article,"WASHINGTON, Sept. 2 —Prince Norodom Sihanouk, the exiled Cambodian leader, said in an interview made public today that North Vietnam would supply ammunition to the antiGovernment forces in Cambodia, who would attack Phnom Penh sometime between December and next May.",Archives,,Archives,,[]
