headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Saigon Is Forcibly Moving Thousands in Delta Region,1973-08-01,https://www.nytimes.com/1973/08/01/archives/saigon-is-forcibly-moving-thousands-in-delta-region-often-slipshod.html,article,"SAIGON, South Vietnam, July 31—Since the cease‐fire began in. January the Saigon Government has forcibly moved thousands of Mekong Delta peasants out of areas frequented by the Vietcong.",Archives,By Joseph B. Treaster Special to The New York Times,Archives,,['Vietnam']
Iran Willing to Take Over Canada's Truce‐Unit Role,1973-08-01,https://www.nytimes.com/1973/08/01/archives/iran-willing-to-take-over-canadas-truceunit-role-others-are.html,article,"WASHINGTON, July 31—Iran has agreed to an American request that she take Canada's place on the four‐nation ceasefire commission in South Vietnam, Administration officials said today.",Archives,By Bernard Gwertzman Special to The New York Times,Archives,,['Vietnam']
Tito's Halfway House,1973-08-01,https://www.nytimes.com/1973/08/01/archives/titos-halfway-house-foreign-affairs.html,article,"ASPEN, Colo. — It is frequently, said that the most heavily armed powers are paralyzed by their military strength because they cannot use it to any sensible political purpose. It is also said the superpowers have discovered that underdeveloped nations are difficult to deal with, as America found in Vietnam and Russia found in the Congo, Indonesia and Egypt.",Archives,By C. L. Sulzberger,Archives,,[]
Senate Panel Further Cuts Military Aid for Indochina,1973-08-01,https://www.nytimes.com/1973/08/01/archives/senate-panel-further-cuts-military-aid-for-indochina.html,article,"WASHINGTON, July 31 (AP) —The Senate Armed Services Committee voted today to reduce military aid for South Vietnam and Laos to $952‐million for the current fiscal year.",Archives,,Archives,,['Vietnam']
HANOI ACCUSES U.S. OF VIOLATING TRUCE,1973-08-01,https://www.nytimes.com/1973/08/01/archives/hanoi-accuses-us-of-violating-truce.html,article,"LONDON, July 31 (Reuters) —North Vietnam today accused the United States and South Vietnam of serious breaches of the Indochina peace accords.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Refugees Back in Area North of Hue,1973-08-03,https://www.nytimes.com/1973/08/03/archives/refugees-back-in-area-north-of-hue-find-its-still-a-street-without.html,article,"HAI LANG, South Vietnam, July 28—After more than a year as a refugee, a 62‐year‐old farmer returned home today to the Street Without Joy.",Archives,By David K. Shipler Special to The New York Times,Archives,,['Vietnam']
BUNKER NOMINATED AS ENVOY‐AT‐LARGE,1973-08-03,https://www.nytimes.com/1973/08/03/archives/bunker-nominated-as-envoyatlarge.html,article,"WASHINGTON, Aug. 2 (UPI) —Ellsworth Bunker, the former United States Ambassador to South Vietnam, was nominated by President Nixon today to be an ambassador‐at‐large.",Archives,,Archives,,[]
Saigon Might Send Cambodia Troops if Asked,1973-08-03,https://www.nytimes.com/1973/08/03/archives/saigon-might-send-cambodia-troops-if-asked-vietcong-warn-saigon.html,article,"SAIGON, South Vietnam, Aug. 2 (UPI) — South Vietnam has no plans to intervene in the Cambodian fighting but may do so if Phnom Penh asks for help, a South Vietnam Government spokesman said today.",Archives,,Archives,,[]
Station in Saigon Ends Coverage of Watergate,1973-08-03,https://www.nytimes.com/1973/08/03/archives/station-in-saigon-ends-coverage-of-watergate.html,article,"SAIGON, South Vietnam, Aug. 2 (AP)—The AmericanRadio Service Vietnam has discontinued verbatim coverage of the Watergate hearings because listeners wanted to hear more music, a spokesman for the United Statesdefense attachés office said today.",Archives,,Archives,,['Vietnam']
U.S. Promises Cambodia All Help Allowed by Law,1973-08-03,https://www.nytimes.com/1973/08/03/archives/u-s-promises-cambodia-all-help-allowed-by-law-us-gives-pledge-on.html,article,"WASHINGTON, Aug. 2—The Nixon Administration said today that the Cambodian Government, faced by an end of all American bombing support on Aug. 15, would continue to get from the United States all the economic, military and diplomatic assistance still possible under the law.",Archives,By Bernard Gwertzman Special to The New York Times,Archives,,['Vietnam']
Women Soothsayers: The Vietnamese Want to Know Their Fate,1973-08-03,https://www.nytimes.com/1973/08/03/archives/women-soothsayers-the-vietnamese-want-to-know-their-fate-customers.html,article,"SAIGON, South Vietnam — In the crowded side entrance of one of Saigon's pagodas, the Minh Huong, a woman with a black birthmark on her right cheek sits telling fortunes.",Archives,By della Denman Special to The New York Times,Archives,,[]
VIETCONG DENOUNCE CANADA TRUCE ROLE,1973-08-04,https://www.nytimes.com/1973/08/04/archives/vietcong-denounce-canada-truce-role.html,article,"SAIGON, South Vietnam, Aug. 3 (UPI) — The Vietcong Foreign Ministry has charged that Canada's delegation to the International Commission of Control and Supervision acted as a “cover” for United States truce violations in Vietnam, Hanoi's Vietnam News Agency said today in a broadcast monitored here.",Archives,,Archives,,['Vietnam']
Accord Brings Resumption Of Saigon‐Hanoi Flights,1973-08-04,https://www.nytimes.com/1973/08/04/archives/accord-brings-resumption-of-saigonhanoi-flights.html,article,"SAIGON, South Vietnam, Aug. 3 (Reuters)—United States Air Force liaison flights ??? Saigon and Hanoi resumed today after a seven week halt caused by the refusal of North Vietnam and Vietcong officials to sign flight‐safety documents.American sources in Saigon said the four sides on the Joint Military Commission—the United States, the Vietcong, the South Vietnamese and the North Vietnamese—had agreed to read and sign a receipt for a copy of the standard United States Air Force flight‐safety regulations, a move that would cover all liaison flights.",Archives,,Archives,,['Vietnam']
KENT STATE CASE REOPENED BY U.S.,1973-08-04,https://www.nytimes.com/1973/08/04/archives/kent-state-case-reopened-by-us.html,article,"WASHINGTON, Aug. 3—The Justice Department reopened today its investigation of the shootings at Kent State University on May 4, 1970, in which Ohio National Guardsmen killed four students and wounded nine others during a campus protest against expansion of the Vietnam war into Cambodia.",Archives,By Christopher Lydon Special to The New York Times,Archives,,[]
Corruption and Laxity Demoralize Vietnam City,1973-08-04,https://www.nytimes.com/1973/08/04/archives/corruption-and-laxity-demoralize-vietnam-city-surprise-agreement.html,article,"KONTUM, South Vietnam, July 29—The soldiers of South Vietnam's 23d Division who defend this beleaguered city in the Central Highlands recently received a gift of 200 chickens from a school in Saigon. But, knowledgeable sources here say, an officer appropriated the chickens, sold them in the market and used the money for a party for fellow officers.",Archives,By Fox Butterfield Special to The New York Times,Archives,,['Vietnam']
KENT STATE CASE REOPENED BY 11S.,1973-08-04,https://www.nytimes.com/1973/08/04/archives/kent-state-case-reopened-by-us-justice-agency-will-direct.html,article,"WASHINGTON, Aug. 3—The Justice Department reopened today its investigation of the shootings at Kent State University on May 4, 1970, in which Ohio National Guardsmen killed four students and wounded nine others during a campus protest against expansion of the Vietnam war into Cambodia.",Archives,By Christopher Lydon Special to The New York Times,Archives,,[]
The Nation,1973-08-05,https://www.nytimes.com/1973/08/05/archives/reopening-old-wounds-at-last-kent-state-the-nation.html,article,"WASHINGTON—The death of four Kent State Uinversity students at the hands of the Ohio National Guard in May, 1970, will stand as a bloody monument to the domestic crisis brought on by the war in Vietnam. For the families of those killed and wounded, as well as for many other Americans, there has always been an additional burden: the strong suspicion that in the investigation following the event, justice was not fully done, and perhaps not even fully sought.",Archives,,Archives,,[]
Inflation Spurs Drop In College Entrants,1973-08-05,https://www.nytimes.com/1973/08/05/archives/inflation-spurs-drop-in-college-entrants-notes-spiraling-costs.html,article,"TRENTON — The effects of inflation and the end of the Vietnam war have reduced this year, for the first time since 1966, the ntimber of New Jersey high school graduates going on to college. Instead, a greater proportion of the students are entering the job market, particdarly in semi‐skilled trades and white‐collar positions.",Archives,By Philip Wechsler Special to The New York Times,Archives,,[]
