headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Letters to the Editor,1973-06-01,https://www.nytimes.com/1973/06/01/archives/letters-to-the-editor-the-vietnamese-peoples-catch22.html,article,The Vietnamese are indeed the political footballs Frances FitzGerald lucidly analyzes them to be in her May 4 Op‐Ed article on the Mylai refugees in Quang Ngai Province. ,Archives,"Stewart W. Herman 3d Shelter Island, L. I., May 17, 1973 The writer worked in the Vietnam Christian Service from 1970 to 1972",Archives,,['Vietnam']
MEETINGS HALTED BY TRUCE GROUP,1973-06-01,https://www.nytimes.com/1973/06/01/archives/meetings-halted-by-truce-group-but-work-in-countryside-of-vietnam.html,article,"SAIGON, South Vietnam, May 31 (AP) — The Vietnam peace‐keeping commission ad journed indefinitely today after a d?? over procedure, sus pending meetings of chiefs of delegations. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
U.S. Reported Optimistic On a Cambodian Truce,1973-06-01,https://www.nytimes.com/1973/06/01/archives/us-reported-optimistic-on-a-cambodian-truce.html,article,"SAIGON, South Vietnam, Friday, June 1—The United States believes that the pros pects for a cease‐fire in Cam bodia are “very sunny,” well informed South Vietnamese of ficials said last night. ",Archives,By Joseph B. Treaster Special to The New York Times,Archives,,[]
U.S. Reported Optimistic On a Cambodian Truce,1973-06-01,https://www.nytimes.com/1973/06/01/archives/us-reported-optimistic-on-a-cambodian-truce-us-is-reported.html,article,"SAIGON, South Vietnam, Friday, June 1—The United States believes that the pros pects for a cease‐fire in Cam bodia are “very sunny,” well informed South Vietnamese of ficials said last night. ",Archives,By Joseph B. Treaster Special to The New York Times,Archives,,['Vietnam']
Ex‐P.O.W.'s to Get Health Counseling For 5‐Year Period,1973-06-02,https://www.nytimes.com/1973/06/02/archives/expows-to-get-health-counseling-for-5year-period.html,article,"WASHINGTON, June 1 (AP) —The Pentagon's health chief said today that all returned Vietnam War prisoners would be counseled and watched for five years to avoid the high violent death rates among for mer American P.O.W.'s after World War II and the Korean War. ",Archives,,Archives,,['Vietnam']
"400 Ex‐P.O.W.'s Are Given $400,000 Dallas Reception",1973-06-02,https://www.nytimes.com/1973/06/02/archives/400-expows-are-given-400000-dallas-reception.html,article,"DALLAS, June 1 (AP)—More than 400 former prisoners of war were honored at a parade and banquet here today in the largest and most expensive homecoming rally since their return from Vietnam. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
A House Chief Would Delay Raid Ban,1973-06-02,https://www.nytimes.com/1973/06/02/archives/a-house-chief-would-delay-raid-ban.html,article,"WASHINGTON, June 1—The chairman of the House Appro priations Committee, who will be a key figure when a Senate House conference tries next week to reconcile differing leg islation to curb the bombing in Cambodia, said today that he favored giving the Nixon Ad ministration “a litle more time” to try to achieve a cease‐fire. ",Archives,By Richard L. Madden Special to The New York Times,Archives,,['Vietnam']
Big Ammunition Dump Near Saigon Hit by Blasts,1973-06-02,https://www.nytimes.com/1973/06/02/archives/big-ammunition-dump-near-saigon-hit-by-blasts-laotian-reports.html,article,"SAIGON, South Vietnam, June 1 (Reuters)—Explosions ripped through a huge ammu nition dump near here today, killing one soldier and wound ing 13. Unconfirmed reports reports said the blasts were the work of Vietcong sabotage teams. ",Archives,,Archives,,['Vietnam']
Campus Notes Grant Made for Study‐Incentive Plan,1973-06-02,https://www.nytimes.com/1973/06/02/archives/grant-made-for-studyincentive-plan-campus-notes.html,article,"Prof. John M. Darley of Princeton University has won a grant of nearly $30,000 to study the effectiveness of a system he uses in his social psychology lecture course to keep students abreast of each week's required reading. ",Archives,Iver Peterson,Archives,,['Vietnam']
Saigon Soldiers Openly Abuse Civilians,1973-06-03,https://www.nytimes.com/1973/06/03/archives/saigon-soldiers-openly-abuse-civilians-us-embassy-concerned.html,article,"SAIGON, South Vietnam, June 2—The South Vietnamese soldier in camouflage fatigue uniform stood casually in the middle of Route 1 near Bong Son, a town on the Central Coast, waving his M‐16 rifle at an approaching truck, Cautious ly the driver backed to a halt and after a brief discussion handed out some money.",Archives,By Fox Butterfield Special to The New York Times,Archives,,['Vietnam']
Saigon Accuses Communists Of Blasting Ammunition Dump,1973-06-03,https://www.nytimes.com/1973/06/03/archives/saigon-accuses-communists-of-blasting-ammunition-dump.html,article,"SAIGON, South Vietnam, June 2 (Reuters) — The South Vietnamese Government ac cused the Communists today of blowing up one of the coun try's biggest ammunition dumps, which was destroyed in a series of explosions that rocked Saigon yesterday.",Archives,,Archives,,['Vietnam']
Californians Plan a Forest In Memory of War Dead,1973-06-03,https://www.nytimes.com/1973/06/03/archives/californians-plan-a-forest-in-memory-of-war-dead.html,article,"LOS ANGELES, June 2 (UPI) — A living memorial to the 6,000 Californians killed in Vietnam will rise over the cen turies in the Angeles National Forest.",Archives,,Archives,,['Vietnam']
P.O.W.'S HAD LIST OF PROHIBITIONS,1973-06-03,https://www.nytimes.com/1973/06/03/archives/pows-had-list-of-prohibitions-full-and-clear-answers.html,article,"SAN DIEGO, June 2 (AP)— The North Vietnamese captors of American servicemen were adamant. No writing on the pri son walls. No noise. No dis courtesy to the guards.",Archives,,Archives,,['Vietnam']
POW's,1973-06-03,https://www.nytimes.com/1973/06/03/archives/falling-out-among-the-heroes-pows.html,article,"Only five days after President Nixon threw a joyous red, white and blue gala banquet to heap honor on the 600 or so men who made it back from enemy prison camps in Indochina, the facade of heroic endurance began to crack.",Archives,&#8212;B. Drummond Ayres Jr,Archives,,['Vietnam']
Kennedy Says U.S. Aides Block Help for Vietnamese,1973-06-03,https://www.nytimes.com/1973/06/03/archives/kennedy-says-us-aides-block-help-for-vietnamese.html,article,"WASHINGTON, June 2—Sen ator Edward M. Kennedy, Dem ocrat of Massachusetts, said to day that officials in the United States Embassy in Saigon and in the State Department were blocking efforts to aid children in Vietnam who were victims of the war.",Archives,,Archives,,[]
Antiwar Group Loses Plea On Trial for '72 Disorders,1973-06-03,https://www.nytimes.com/1973/06/03/archives/antiwar-group-loses-plea-on-trial-for-72-disorders.html,article,"PENSACOLA, Fla., June 2 (AP)—A Federal judge has re fused to dismiss an indictment against seven members of the Vietnam Veterans Against the War and a sympathizer accused of conspiring to disrupt the 1972 Republican National Con vention.",Archives,,Archives,,[]
A Tuxedo‐Clad ‘Waiter’ Turns Out to Be Nixon,1973-06-03,https://www.nytimes.com/1973/06/03/archives/a-tuxedoclad-waiter-turns-out-to-be-nixon.html,article,"LANCASTER, Pa., June 2 (AP)—Mrs. Linda Smith said yesterday that she had “near ly fainted; everything Just went black” when she mis took President Nixon for a waiter during the White House reception for repatri ated prisoners of war on May 24. She attended with her husband, Donald G. Smith of nearby Ephrata, who was re leased by the Viet Cong on New Year's Day, 1969.",Archives,,Archives,,['Vietnam']
WATERGATE PROTEST PLANNED IN CAPITAL,1973-06-03,https://www.nytimes.com/1973/06/03/archives/watergate-protest-planned-in-capital.html,article,"WASHINGTON, June 2 — Civil rights and antiwar leaders have joined with the People's Coalition for Peace and Justice and announced plans for a June 16 “march from Water gate to justice” with the theme “funds for life, not death.”",Archives,,Archives,,['Vietnam']
Hanoi Press Agency Says 32 Have Ties to Vietcong,1973-06-04,https://www.nytimes.com/1973/06/04/archives/hanoi-press-agency-says-32-have-ties-to-vietcong.html,article,"SAIGON, South Vietnam, June 3 (UPI)—The Vietcong's Provi sional Revolutionary Govern ment has established diplomatic relations with 32 nations, Ha noi's press agency said today.",Archives,,Archives,,['Vietnam']
DESPONDENT PAIR APPARENT SUICIDE,1973-06-04,https://www.nytimes.com/1973/06/04/archives/despondentp-pow-apparent-suicide-new-yorker-was-among-first-north.html,article,"Capt. Edward A. Brudno of the Air Force, who spent more than seven of his 33 years in a North Vietnamese prisoner‐of war camp, was found dead yes terday in the home of his wife's family in Harrison, N.Y., appar ently a suicide.",Archives,By Wolfgang Saxon,Archives,,['Vietnam']
P.O.W. Called a Suicide,1973-06-04,https://www.nytimes.com/1973/06/04/archives/pow-called-a-suicide-93291579.html,article,"An Air Force captain, freed from a North Vietnamese prison camp last February after seven years in captivity, was found dead yesterday in Harrison, N. Y., apparently a suicide. Pentagon officials said the death of the man, Capt. Edward A. Brudno, was the first suicide among re leased American prisoners of war. Details, Page 7.",Archives,,Archives,,[]
P.O.W. Called a Suicide,1973-06-04,https://www.nytimes.com/1973/06/04/archives/pow-called-a-suicide.html,article,"An Air Force captain, freed from a North Vietnamese prison camp last February after seven years in captivity, was found dead yesterday in Harrison, N. Y., apparently a suicide. Pentagon officials said the death of the man, Capt. Edward A. Brudno, was the first suicide among re leased American prisoners of war. Details, Page 7.",Archives,,Archives,,[]
Hungary Regrets Pullout,1973-06-04,https://www.nytimes.com/1973/06/04/archives/hungary-regrets-pullout.html,article,"VIENNA, June 3 (Reuters)— The Hungarian Communist party newspaper, Nepszabadsag, said today that Canada's de cision to leave the International Commission of Control and Supervision in South Vietnam was regrettable but that the departure “is not tragic and replacing her will certainly not be difficult.” Hungary is a mem ber of the truce group along with Indonesia and Poland.",Archives,,Archives,,['Vietnam']
