headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Legacy of the War,1973-04-01,https://www.nytimes.com/1973/04/01/archives/whats-left-behind-legacy-of-the-war.html,article,"If the future of South Vietnam remains obscure, the impact of the American intervention is clearly visible to anyone who has lived in the country's cities and moved about its countryside. What did the “American decade” mean to the South in terms of political, social and other changes?",Archives,,Archives,,[]
Sweden Plans Paper Plant For Hanoi for $68‐Million,1973-04-01,https://www.nytimes.com/1973/04/01/archives/sweden-plans-paper-plant-for-hanoi-for-68million.html,article,"STOCKHOLM, March 31 (Reu‐ters) — The Swedish International Development Authority today announced the largestever Swedish project in a forelmu country, a $68‐million paper factory in North Vietnam.",Archives,,Archives,,['Vietnam']
The lonely voice of dissent,1973-04-01,https://www.nytimes.com/1973/04/01/archives/article-10-no-title-the-lonely-voice-of-dissent.html,article,"As Under Secretary of State during both the Kennedy and Johnson Administrations, George W. Ball played a major role in shaping the nation's foreign policy. But with regard to Vietnam he often provided a lonely voice of dissent. David Halberstam, in his recently published book, “The Best and the Brightest” (Random House), deals at length with the role Ball played of arguing vigorously against the Government's policy while remaining in the Government. “When he read the [Gen. Maxwell D.] Taylor cables calling for a small, oh so small, commitment, 8,000 men, he immediately told [Presidential adviser McGeorge] Bundy and [Secretary of Defense Robert S.] McNamara that if they went ahead with the Taylor proposals, the commitment would not stay small. They would have 300,000 men in there within five years. When Ball himself made exactly the same point to Kennedy, the President laughed and said, “ ‘George, you're crazier than hell,” writes Halberstam. And Johnson would study a Ball antiescalation memo all night and then question him carefully, citing page and paragraph without looking at it: “George, here on Page 18...”",Archives,,Archives,,[]
Dave Anderson,1973-04-01,https://www.nytimes.com/1973/04/01/archives/the-v-told-us-about-clay-dave-anderson.html,article,"Just as he was the most controversia sports figure in the United States during the Vietnam conflict, Muhammad Ali was the most debated athlete in the prisoner of war camps.",Archives,,Archives,,['Vietnam']
The Lessons of Vietnam,1973-04-01,https://www.nytimes.com/1973/04/01/archives/have-we-learned-or-only-failed-the-lessons-of-vietnam-vietnam.html,article,"Now that the guns have fallen officially—if not actually—silent in Vietnam, there will be endless arguments as to whether we could not have made a better settlement or made it sooner. Since that debate will produce few useful insights, we would do better to focus on two other questions: how can we avoid making the same mistakes again and, if, by misjudgment or misadventure, we should get into another such mess, how can we extricate ourselves at minimum cost?",Archives,By George W. Ball,Archives,,['Vietnam']
Pilot Recalls ‘Bad Attitude’ Made Him Suffer in Hanoi,1973-04-01,https://www.nytimes.com/1973/04/01/archives/pilot-recalls-bad-attitude-made-him-suffer-in-hanoi-navy-pilot-says.html,article,"VIRGINIA BEACH, Va., March 31—To the North Vietnamese, Capt. James A. Mulligan Jr. had a “bad attitude.” As a result, he suffered heavily during his seven years in Hanoi prison.",Archives,By Seymour Hersh Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Metropolitan Briefs,1973-04-01,https://www.nytimes.com/1973/04/01/archives/metropolitan-briefs-princeton-seeks-to-raise-15million.html,article,"Federal job‐training programs should not try to square pegs into round holes, according to a Columbia professor who studied job‐training programs for the Government. Training programs that try to turn “easy‐going, undisciplined” persons into “organized, motivated, timeconscious” workers are bound to fail, Dr. Amitai Etziono said yesterday. “It costs too much, hurts too much, and will not work,” he said.",Archives,,Archives,,['Vietnam']
The World,1973-04-01,https://www.nytimes.com/1973/04/01/archives/the-last-troops-leave-the-world-south-vietnam.html,article,"SAIGON—It came to an end in a welter of contradictory emotions, acts and gestures that—in a manner so characteristic of the whole Vietnam experience—left nothing clearly defined.",Archives,,Archives,,[]
Thousands Here Honor Vietnam Veterans,1973-04-01,https://www.nytimes.com/1973/04/01/archives/thousands-here-honor-vietnam-veterans-thousands-along-broadway.html,article,"Bands thundered, bagpipes skirled, forests of American flags Waved wildly, and large sidewalk crowds roared their approval yesterday as tens of thousands of marchers paraded up Broadway in an outpouring of tribute to the men who served the nation in Southeast Asia during the war in Vietnam.",Archives,By Robert D. McFadden,Archives,,['Vietnam']
"Thieu Seen Off by 50,000 On U.S.T rip to Visit Nixon",1973-04-01,https://www.nytimes.com/1973/04/01/archives/thieu-seen-off-by-50000-on-us-trip-to-visit-ixon-truckloads-of.html,article,"SAIGON, South Vietnam, March 31—President Nguyen Van Thieu left today for the United States to seek assurances of continued American military and economic aid from President Nixon.",Archives,By Fox Butterfield Special to The New York Times,Archives,,['Vietnam']
