headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Kin of Those Still Missing Still Wait,1973-02-01,https://www.nytimes.com/1973/02/01/archives/kin-of-those-still-missing-still-wait-absolutely-preposterous-laos.html,article,"SANTA CLARA, Calif., Jan. 31—For Bernice Smith, the waiting continues.",Archives,By Steven V. Roberts Special to The New York Times,Archives,,['Vietnam']
NEWS TALK IS HELD,1973-02-01,https://www.nytimes.com/1973/02/01/archives/news-talk-is-held-president-also-tells-of-plans-to-give-aid-to-all.html,article,"WASHINGTON, Jan. 31—President Nixon announced today that he would send Henry A. Kissinger to Hanoi on Feb. 10 for three days in an effort to make the peace in Vietnam more secure and lay the groundwork for reconstruction of Southeast Asia.",Archives,By John Herders Special to The New York Times,Archives,,['Vietnam']
Military Mail to Vietnam Will Be Halted March 1,1973-02-01,https://www.nytimes.com/1973/02/01/archives/military-mail-to-vietnam-will-be-halted-march-1.html,article,"WASHINGTON, Jan. 31 (AP)—The Postal Service announced today that it would refuse as of March 1 all personal letters mailed to military personnel in Vietnam.",Archives,,Archives,,['Vietnam']
European Conferences: A Brief Guide,1973-02-01,https://www.nytimes.com/1973/02/01/archives/european-conferences-a-brief-guide-conference-on-european-security.html,article,"WASHINGTON. Jan. 31—It has been a time of unusual diplomatic activity, not only in conjunction with the Vietnam cease‐fire but also on problems involving many European countries. What follows is a summary of, the major negotiations currently involving the United States.",Archives,By Bernard Gwertzman Special to The New York Times,Archives,,[]
Letters to the Editor,1973-02-01,https://www.nytimes.com/1973/02/01/archives/letters-to-the-editor-comment-on-vietnam-peace-accords-romneys.html,article,To the Editor:,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
P.O.W.'s Greeters Told to De‐emphasize the Military,1973-02-01,https://www.nytimes.com/1973/02/01/archives/pows-greeters-told-to-deemphasize-the-military-not-a-rip-van-winkle.html,article,"CLARK AIR BASE, the Philippines, Jan. 31—He will come from a quiet, slowmotion world. There, in the endless hours, days; years, sounds were probably events and changes in temperature and humidity were experiences. There, food, clothing and shelter were basic, drab and bare. Language was simple.",Archives,By James P. Sterba Special to The New York Times,Archives,,['Vietnam']
All Freed P.O.W.'s to Get Lifetime Baseball Pass,1973-02-01,https://www.nytimes.com/1973/02/01/archives/all-freed-pows-to-get-lifetime-baseball-pass.html,article,"Each prisoner of war returning from Indochina will receive a gold‐plated lifetime pass good for any professional baseball game, Bowie Kuhn, the commissioner of baseball, announced yesterday.",Archives,,Archives,,['Vietnam']
Hanoi Aide Confers in Soviet On Cease‐Fire Situation,1973-02-01,https://www.nytimes.com/1973/02/01/archives/hanoi-aide-confers-in-soviet-on-ceasefire-situation.html,article,"MOSCOW, Jan. 31 (AP) —North Vietnam's Foreign Minister, Nguyen Duy Trinn, conferred today with the Soviet Foreign Minister, Andrei A. Gromyko, on the cease‐fire situation in South Vietnam and then left for home, Tass reiported.",Archives,,Archives,,['Vietnam']
The North Vietnamese Prepare For First Peaceful Tet in Years,1973-02-01,https://www.nytimes.com/1973/02/01/archives/the-north-vietnamese-prepare-for-first-peaceful-tet-in-years.html,article,"HANOI, North Vietnam, Jan. 31 (Agence France‐Presse)—Fire crackers sputtered in the streets of Hanoi far into last night as the nation prepared for its first peacetime Tet, or Lunar New Year, in years.",Archives,,Archives,,['Vietnam']
Nixon to 1976 Candidates: Don't Be Eager Too Soon,1973-02-01,https://www.nytimes.com/1973/02/01/archives/nixon-to-1976-candidates-dont-be-eager-too-soon-nixon-cautions.html,article,"WASHINGTON, Jan. 31—Richard Nixon, who has been running for office for 26 years with — as he said — “mixed results,” offered some advice today to candidates for the Presidency in 1976: Don't be too eager.",Archives,By Clifton Daniel Special to The New York Times,Archives,,['Vietnam']
