headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
U. S. Opens a Base to New Zealanders,1971-02-01,https://www.nytimes.com/1971/02/01/archives/us-opens-a-base-to-new-zealanders.html,article,">WOODBOITRNE, New Zealand, Jan. 31 — The United States Air Force opened one of its “classified” atmospheric observation stations to newsmen and representatives of student organizations yesterday at the request of the Prime Minister, Sir Keith Holyoake.",Archives,,Archives,,['Vietnam']
Maskie Criticizes Nixon on the War And the Economy,1971-02-01,https://www.nytimes.com/1971/02/01/archives/muskie-criticizes-nixon-on-the-war-and-the-economy.html,article,"HARTFORD, Jan. 31—Senator Edmund S. Muskie, the apparent front‐runner for the Democratic nomination for the Presidency in 1972, criticized the Nixon Administration tonight on the latest developments in Indochina and on the economy at home.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Heavy Toll Reported,1971-02-01,https://www.nytimes.com/1971/02/01/archives/heavy-toll-reported.html,article,"SAIGON, South Vietnam, Jan. 31—American pilots say they destroyed or damaged nearly 2,000 enemy trucks on the Ho Chi Minh Trail in January, probably the most succe.;stul month of air strikes against the trucks on record, according to military sources.",Archives,By Ralph Blumenthal Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Cambodians and Ally Clash,1971-02-01,https://www.nytimes.com/1971/02/01/archives/cambodians-and-ally-clash.html,article,"PNOMPENH, Cambodia, Jan. 31 (AP) — Fighting between South Vietnamese soldiers and their Cambodian allies broke out last night for the second time in 12 hours.",Archives,,Archives,,[]
California G.O.P. Hails Decision on Poverty Issue,1971-02-01,https://www.nytimes.com/1971/02/01/archives/california-gop-hails-decision-on-poverty-issue-committee-declares.html,article,"SACRAMENTO, Calif., Jan.1 31—The California Republican State Central Committee (Toted today Gov. Ronald Reagan's claims of victory over the California Rural Legal Assistance Program.",Archives,,Archives,,['Vietnam']
G.I. Held in Officer's Death,1971-02-01,https://www.nytimes.com/1971/02/01/archives/gi-held-in-officers-death.html,article,"SAIGON, South Vietnam, Jan. 31 (AP)—The United States command said today that Pfc. James D. Moyler of Chesapeake, Va., had been charged with murder in the shooting death of his commanding officer last Wednesday. Capt. William F. Reichert of Valley Stream, L.I., was killed at his company's base camp at Ankhe in the Central Highlands.",Archives,,Archives,,['Vietnam']
U.S B‐52'S STRIKE FOE'S LAOS BASES AROUND THE CLOCK,1971-02-01,https://www.nytimes.com/1971/02/01/archives/us-b52s-strike-foes-laos-bases-around-the-clock-washington.html,article,"WASHINGTON, Jan. 31 United States 8–52's continued to bomb enemy supply bases in southern Laos around the clock today, but officials at the State and Defense Departments refused for the third consecutive day to comment on speculation that an allied attack at or across the Laotian border was imminent or under way.",Archives,By Terence Smith Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Laotian Leader Questions U.S.,1971-02-01,https://www.nytimes.com/1971/02/01/archives/laotian-leader-questions-us.html,article,"VIENTIANE, Jan. 31 (Agence France‐Presse) —Premier Souvanna Phouma has been trying since this morning to verify rumors that a South Vietnamese invasion supported by United States air cover is imminent in Laos, informed sources said here.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Laotians Report No Word Of an Incursion by Saigon,1971-02-01,https://www.nytimes.com/1971/02/01/archives/laotians-report-no-word-of-an-incursion-by-saigon-premier-said-to.html,article,"VIENTIANE, Laos, Jan. 31—Officials said here today that they had received no official word of a reported incursion by South Vietnamese troops into southern Laos.",Archives,By Tillman Durdin Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Letters to the Editor,1971-02-01,https://www.nytimes.com/1971/02/01/archives/how-to-free-pows.html,article,"To the Editor: I have sympathy for—but a growing impatience with—the families of men who are in prisoner‐of‐war camps in North Vietnam or other parts of Indochina. They go to Paris and try to communicate with Hanoi. But Washington has the key to their sons' and husbands' cells, and the Nixon policy—by perpetuating our presence indefinitely through puppet regimes in Saigon and elsewhere—means that these men are sentenced for life. Furthermore; renewed bombing and air support in Cambodia mean inevitably that the number of men serving a life sentence in Hanoi and elsewhere will rapidly increase.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
U.S. OFFICIALS SAY AWED DRIVE IS ON IN AREA NEAR LAOS,1971-02-02,https://www.nytimes.com/1971/02/02/archives/us-officials-say-allied-drive-is-on-in-area-near-laos-no-decision.html,article,"WASHINGTON, Feb. 1 — Officials here reported today that a major new allied operation involving thousands of South Vietnamese and American troops was under way in the northwest corner of South Vietnam.",Archives,By Terence Smith Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
SECURITY TERMED BLACKOUT REASON,1971-02-02,https://www.nytimes.com/1971/02/02/archives/security-termed-blackout-reason-sometimes-embargo-itself-is-put.html,article,"SAIGON, South Vietnam, Feb. 1 — From time to time in the decade‐long history of United States involvement in Vietnam, the American military command has imposed a curb on all news about a particular military operation for reasons described as security.",Archives,By Ralph Blumenthal Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Laotian Stand Reiterated,1971-02-02,https://www.nytimes.com/1971/02/02/archives/laotian-stand-reiterated.html,article,"VIENTIANE, Laos, Feb. 1—Gen. Thongphan Knoksy, a Laotian military spokesman, reiterated today that Laos would be opposed to any military incursion by South Vietnamese troops.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Thieu Using U.S. Surveys in Vote Campaign,1971-02-02,https://www.nytimes.com/1971/02/02/archives/thieu-using-us-surveys-in-vote-campaign.html,article,"SAIGON, South Vietnam, Feb. 1—National surveys of Vietnamese public opinion, which are prepared and analyzed by the United States mission here, are being used to assist President Nguyen Van Thieu in his re‐election campaign this year.",Archives,By Gloria Emerson Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Hanoi Expects Big Drive,1971-02-02,https://www.nytimes.com/1971/02/02/archives/hanoi-expects-big-drive.html,article,"HANOI, North Vietnam, Feb. 1 (Agence France‐Presse)—Hanoi expects a huge intervention in southern Laos shortly by the South Vietnamese Army, backed by the United States Air Force, Nhan Dan, the Communist party daily, indicated today.",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Kosygin Denounces U.S.,1971-02-02,https://www.nytimes.com/1971/02/02/archives/kosygin-denounces-us.html,article,"MOSCOW, Feb. 1 — Premier Kosygin said tonight that “an outrageous invasiou” of the southern provinces of Laos was under way and said that it further aggravated the situation in Indochina.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Bunker to See Nixon,1971-02-02,https://www.nytimes.com/1971/02/02/archives/bunker-to-see-nixon.html,article,"SAIGON, South Vietnam, Feb. 1 — Ambassador Ellsworth Bunker left Saigon today for a week of consultation with President Nixon and talks with officials at the Paris peace negotiations.",Archives,,Archives,,['Vietnam']
Secret Pact Reported The Washington Star,1971-02-02,https://www.nytimes.com/1971/02/02/archives/secret-pact-reported.html,article,"VIENTIANE, Feb. 1—Authortative Laotian military sources said today that Laotian rightist generals had a secret agreement with the South Vietnamese that would permit South Vietnamese troops to cross into southern Laos in division strength if Saigon considered it necessary.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Six G.I.'s Reported Killed in Attacks by Enemy,1971-02-02,https://www.nytimes.com/1971/02/02/archives/six-gis-reported-killed-in-attacks-by-enemy.html,article,"SAIGON, South Vietnam, Feb. 1—The United States command reported today that six American soldiers had been killed and more than 26 wounded in an upsurge of enemy attacks on American positions in South Vietnam.",Archives,,Archives,,['Vietnam']
REPORT ON ATTACK AWAITED AS NIXON MEETS KEY AIDES,1971-02-03,https://www.nytimes.com/1971/02/03/archives/report-on-attack-awaited-as-nixon-meets-key-aides-rogers-laird-and.html,article,"WASHINGTON, Feb. 2 —President Nixon called a meeting of his leading military and diplomatic advisers at the White House late today, apparently to review the progress of the major new allied operation under way in northwestern South Vietnam.",Archives,By Terence Smith Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
3 American Die in Ambush,1971-02-03,https://www.nytimes.com/1971/02/03/archives/3-american-die-in-ambush.html,article,"SAIGON, Wednesday, Feb 3 (Reuters) — Three Americans were killed and one was wounded during the night when the enemy ambushed a convoy of the 18th Engineer Brigade, the United States command reported today.",Archives,,Archives,,['Vietnam']
