headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Ceausescu Goes to Peking,1971-06-01,https://www.nytimes.com/1971/06/01/archives/ceausescu-goes-to-peking.html,article,"VIENNA, May 31 (UPI)— President Nicolae Ceausescu of Rumania left for Peking today at the head of a Communist party and Government delega tion that will visit China, North Korea, North Vietnam and Mongolia, the official Rumanian press agency said.",Archives,,Archives,,[]
Washington Notes,1971-06-01,https://www.nytimes.com/1971/06/01/archives/nixons-72-speech-takes-shape.html,article,"WASHINGTON, May 31 — President Nixon's basic speech for political occasions seems to be taking shape on this theme: Peace soon, then prosperity.",Archives,By Max Frankel Special to The New York Times,Archives,,['Vietnam']
A.C.L.U. Notifying Protesters,1971-06-01,https://www.nytimes.com/1971/06/01/archives/aclu-notifying-protesters.html,article,"WASHINGTON, May 31 (UPI) —The American Civil Liberties Union undertook the chore to day of notifying 2,400 defend ants arrested in antiwar demon strations here early this month that the Government has dropped charges against them. The District of Columbia cor poration counsel's office said the charges were dropped be cause it did not have enough information to prosecute.",Archives,,Archives,,['Vietnam']
ENEMY REPORTED TO CAPTURE SNOUL,1971-06-01,https://www.nytimes.com/1971/06/01/archives/enemy-reported-to-capture-snoul-saigons-task-force-badly-battered.html,article,"SAIGON, South Vietnam, May 31 — North Vietnamese troops reportedly drove a South Vietnamese task force today from the Cambodian town of Snoul, which United States troops captured more than a year ago.",Archives,,Archives,,['Vietnam']
Cambodians Willing To Discuss Peace With North Vietnam,1971-06-01,https://www.nytimes.com/1971/06/01/archives/cambodians-willing-to-discuss-peace-with-north-vietnam.html,article,"PNOMPENH, Cambodia, May 31 (Reuters)—The Cambodian head of state, Cheng Heng, said today that his Government was willing to open discussions to end the war in Cambodia if the Vietcong and North Vietnamese withdrew all their troops.",Archives,,Archives,,[]
All but 13 of 570 P.O.W.'s Refuse to Return to Hanoi,1971-06-01,https://www.nytimes.com/1971/06/01/archives/all-but-13-of-570-pows-refuse-to-return-to-hanoi-captives-refuse.html,article,"SAIGON, South Vietnam, May 31—Only 13 of the 570 disabled prisoners offered re patriation have agreed to re turn to North Vietnam, officials said tonight.",Archives,By Alvin Shuster Special to The New York Times,Archives,,['Vietnam']
"P.O.W.'S AN ISSUE IN KOREA WAR, TOO",1971-06-01,https://www.nytimes.com/1971/06/01/archives/pows-an-issue-in-korea-war-too-22500-refused-to-return-to-redruled.html,article,The refusal of more than 500 North Vietnamese prisoners of war to go home to the North sounded a faint but familiar echo: this same issue of repa triation halted negotiations to ward an armistice in the Korean War for months in 1952 and 1953.,Archives,,Archives,,['Vietnam']
Proposal Rejected in Paris,1971-06-01,https://www.nytimes.com/1971/06/01/archives/proposal-rejected-in-paris.html,article,"PARIS, May 31 (Reuters)— Representatives of the North Vietnamese and Vietcong dele gations to the peace talks re jected Mr. Cheng Heng's pro posal today as “nonsense” and expressed their support for the ousted Cambodian leader, Prince Norodom Sihanouk.",Archives,,Archives,,[]
G.I. Unit in Britain Assails Vietnam War,1971-06-01,https://www.nytimes.com/1971/06/01/archives/gi-unit-in-britain-assails-vietnam-war.html,article,"LONDON, May 31—A thou sand United States servicemen stationed in Britain announced their opposition to the Vietnam war today. It was the Iargest antiwar protest among Ameri can military personnel sta tioned here.",Archives,,Archives,,['Vietnam']
Pullout Is Not Seen as Threat to G.I.'s in Field,1971-06-01,https://www.nytimes.com/1971/06/01/archives/pullout-is-not-seen-as-threat-to-gis-in-field.html,article,"SAIGON, Scuti, Vietnam, May 31—The 70 per cent reduction in the number of American combat troops in Vietnam has left major United States bases and supply depots more vul nerable to attack but has not yet increased the danger to the ground troops still in the field, according to a survey of Amer ican field commanders.",Archives,"JULIUS EPSTEIN Hoover Institution Stanford University Stanford, Calif., July 11, 1971",Archives,,"['Vietnam', 'Vietnam']"
Memorial Day Observed Traditionally and by Protests on War,1971-06-01,https://www.nytimes.com/1971/06/01/archives/memorial-day-observed-traditionally-and-by-protests-on-war-memorial.html,article,"Memorial Day. 1971. was ob served across the country yes terday in ceremonies that underscored division over the war in Vietnam and the 45,000 American combat deaths it has produced.",Archives,By Juan M. Vasquez,Archives,,['Vietnam']
