headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
White House Cable to Lodge On Pressure for Saigon Reforms,1971-07-01,https://www.nytimes.com/1971/07/01/archives/white-house-cable-to-lodge-on-pressure-for-saigon-reforms.html,article,"Cablegram from White House to Ambassador Lodge, Sept. 17, 1963. The Pentagon study says this message followed a meeting of the National Security Council but adds, “There is no evidence on the degree of consensus of the principals in this decision.”",Archives,,Archives,,['Vietnam']
McNamara‐Taylor Report On Mission to South Vietnam,1971-07-01,https://www.nytimes.com/1971/07/01/archives/mcnamarataylor-report-on-mission-to-south-vietnam.html,article,"Excerpts from memorandum for President Kennedy from Secretary McNamara and General Taylor, dated Oct. 2, 1963, and headed “Report of McNamara Taylor Mission to South Vietnam.”",Archives,,Archives,,['Vietnam']
Rusk Cable to Lodge on Views Of National Security Council,1971-07-01,https://www.nytimes.com/1971/07/01/archives/rusk-cable-to-lodge-on-views-of-national-security-council.html,article,"Cablegram from Secretary Rush to Ambassador Lodge, Aug. 29, 1963. The Pentagon study says the message followed a meeting of the National Security Council.",Archives,,Archives,,['Vietnam']
Bar on Boston Globe Lifted,1971-07-01,https://www.nytimes.com/1971/07/01/archives/bar-on-boston-globe-lifted.html,article,"BOSTON, June 30—A tem porary restraining order bar ring The Boston Globe from printing articles based on its copies of the Pentagon docu ments was lifted today almost immediately after the Supreme Court announcement. ",Archives,,Archives,,['Vietnam']
Letters to the Editor,1971-07-01,https://www.nytimes.com/1971/07/01/archives/letter-to-the-editor-2-no-title.html,article,To the Editor:,Archives,Charles M. Martin,Archives,,['Vietnam']
Shock for Washington,1971-07-01,https://www.nytimes.com/1971/07/01/archives/shock-for-washington.html,article,"Six days later the dam broke. South Vietnamese Special Forces troops in white helmets carried out midnight raids against Buddhist pagodas throughout the country. More than 1,400 people, mostly monks, were arrested and many of them beaten. Two days later, the army generals conspiring against President Diem first sought official American sup port. ",Archives,,Archives,,[]
1961 Rusk‐McNamara Report To Kennedy on South Vietnam,1971-07-01,https://www.nytimes.com/1971/07/01/archives/1961-ruskmcnamara-report-to-kennedy-on-south-vietnam.html,article,"Excerpts from memorandum for President Kennedy from Secretary of State Rusk and Secretary of Defense McNamara, Nov. 11, 1961, as provided by the Pentagon study.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Bundy's Reply on Coup Hazards,1971-07-01,https://www.nytimes.com/1971/07/01/archives/bundys-reply-on-coup-hazards.html,article,"Cablegram from McGeorge Bundy to Ambassador Lodge, Oct. 25, 1963.",Archives,,Archives,,['Vietnam']
Lodge Response to Bundy On Letting Coup Plan Proceed,1971-07-01,https://www.nytimes.com/1971/07/01/archives/lodge-response-to-bundy-on-letting-coup-plan-proceed.html,article,"Cablegram from Ambassador Lodge to McGeorge Bundy, Oct. 30, 1963. The Pentagon study identifies this message as a reply to Mr. Bundy's cablegram.",Archives,,Archives,,['Vietnam']
Questions for Kennedy,1971-07-01,https://www.nytimes.com/1971/07/01/archives/questions-for-kennedy.html,article,The Pentagon study shows President Kennedy facing three main questions on Vietnam during his term of office'whether to make an irrevocable com mitment to prevent a Communist vic tory; whether to commit ground combat units to achieve his ends; whether to give top priority to the military battle against the Vietcong or to the political reforms necessary for winning popular support. ,Archives,,Archives,,[]
"Notes on Kennedy Meeting On Diem Regime in July, 1963",1971-07-01,https://www.nytimes.com/1971/07/01/archives/notes-on-kennedy-meeting-on-diem-regime-in-july-1963.html,article,"Memorandum by Roger Hilsman, Assistant Secretary of State for Far Eastern Affairs, on a meeting held at the White House July 4, 1963. Besides President Kennedy and Mr. Hilsman, participants were Under Secretary State George Ball; Under Secretary of State Averell Harriman; McGeorge Bundy, Presidential assistant for national security, and Michael V. Forrestal, Southeast Asia specialist on the White House staff.",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Aftermath of Decision,1971-07-01,https://www.nytimes.com/1971/07/01/archives/aftermath-of-decision-some-but-not-all-of-the-issues-in-vietnam.html,article,News Analysis,Archives,By Max Frankel Special to The New York Times,Archives,,['Vietnam']
"Texts of the Supreme Court Decision, Opinions and Dissents in Times‐Post Case",1971-07-01,https://www.nytimes.com/1971/07/01/archives/texts-of-the-supreme-court-decision-opinions-and-dissents-in.html,article,"WASHINGTON, June 30—Following is the text of the decision by the United States Supreme Court upholding The New York Times and The Washington Post against an effort by the Federal Government to halt publication of articles and documents based on the Pentagon study of the Vietnam war and the texts of the concurring and dissenting opinions:",Archives,,Archives,,['Vietnam']
Highlights of the Period,1971-07-01,https://www.nytimes.com/1971/07/01/archives/highlights-of-the-period-79672407.html,article,"The Kennedy Administration's “com plicity” in the 1963 overthrow of Presi dent Ngo Dinh Diem is documented in the Pentagon study, which says that this episode “inadvertently deepened” United States involvement in the Vietnam con flict.",Archives,,Archives,,['Vietnam']
Highlights of the Period,1971-07-01,https://www.nytimes.com/1971/07/01/archives/highlights-of-the-period.html,article,The Pentagon study reaches no con clusion as to how the course of the Vietnam war might have changed if John F. Kennedy had lived—but it sums up the Kennedy years as a time of significantly deepening United States involvement. ,Archives,,Archives,,['Vietnam']
U.S. Ambassador's '60 Analysis Of Threats to Saigon Regime,1971-07-01,https://www.nytimes.com/1971/07/01/archives/us-ambassadors-60-analysis-of-threats-to-saigon-regime.html,article,"Following are texts of key documents accompanying the Pentagon's study of the Vietnam war, dealing with the Ad ministration of President John F. Kennedy up to the events that brought the overthrow of President Ngo Dinh Diem in 1963. Except where excerpting is specified, the documents are printed verbatim, with only unmistakable typographical errors cor rected. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
'61 Memo From the Joint Chiefs On Commitment of U.S. Forces,1971-07-01,https://www.nytimes.com/1971/07/01/archives/61-memo-from-the-joint-chiefs-on-commitment-of-us-forces.html,article,"Memorandum on “U.S. Forces in South Vietnam” from the Joint Chiefs of Staff to Secretary of Defense Robert S. McNamara, May 10, 1961. ",Archives,,Archives,,['Vietnam']
Times Vietnam Series and Pentagon Texts Due in Paperback,1971-07-01,https://www.nytimes.com/1971/07/01/archives/times-vietnam-series-and-pentagon-texts-due-in-paperback.html,article,"A complete collection of The New York Times series on the Pentagon study of the Vietnam war, including texts of docu ments, will be published in paperback by Bantam Books next week.",Archives,By Henry Raymont,Archives,,['Vietnam']
Lodge Message on Meeting Of C.I.A. Agent With Gen. Minh,1971-07-01,https://www.nytimes.com/1971/07/01/archives/lodge-message-on-meeting-of-cia-agent-with-gen-minh.html,article,"Cablegram from Ambassador Lodge to the State Department, Oct. 5, 1963.",Archives,,Archives,,['Vietnam']
Lodge Cable to Kennedy On Means of Bringing Reforms,1971-07-01,https://www.nytimes.com/1971/07/01/archives/lodge-cable-to-kennedy-on-means-of-bringing-reforms.html,article,"Cablegram from Ambassador Lodge to State Department “for President only,” Sept. 19, 1963.",Archives,,Archives,,['Vietnam']
Washington Message to Lodge On Need to Remove Nhus,1971-07-01,https://www.nytimes.com/1971/07/01/archives/washington-message-to-lodge-on-need-to-remove-nhus.html,article,"Cablegram from the State Department to Ambassador Henry Cabot Lodge in Saigon, Aug. 24, 1963. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Lodge's Reply to Washington,1971-07-01,https://www.nytimes.com/1971/07/01/archives/lodges-reply-to-washington.html,article,"Cablegram from Ambassador Lodge to Secretary of State Dean Rusk and Assistant Secretary of State Roger Hilsman, Aug. 25, 1963. ",Archives,,Archives,,['Vietnam']
Kissinger to Visit Saigon On 10‐Day Overseas Tour,1971-07-01,https://www.nytimes.com/1971/07/01/archives/kissinger-to-visit-saigon-on-10day-overseas-tour.html,article,"WASHINGTON, June 30 (AP) —Henry A. Kissinger, Presi dent Nixon's national security affairs adviser, will leave to morrow on a 10‐day fact‐find ing mission that will take him to South Vietnam and other Far Eastern countries and then to Paris, the White House said today. ",Archives,,Archives,,['Vietnam']
Diem at the Fulcrum,1971-07-01,https://www.nytimes.com/1971/07/01/archives/diem-at-the-fulcrum.html,article,"President Kennedy's decision in May deferred—but did not settle—the issue of combat troops for South Vietnam. Throughout the summer and fall of 1961 the Administration's debate on that crucial matter was significantly affected by the attitude of President Diem, according to the Pentagon account. Initially, it relates, Vice President John: son found the South Vietnamese leader reluctant; in midsummer he warmed to the idea somewhat; by fall he was ap pealing to the United States to become a co‐belligerent. ",Archives,,Archives,,[]
Let's Declassify,1971-07-01,https://www.nytimes.com/1971/07/01/archives/lets-declassify.html,article,"More than half a century ago Wood row Wilson called for “open covenants openly arrived at.” It was a good idea then, although the other statesmen of the time didn't think so. They made a lot of secret deals, and a generation later the world had its biggest war yet.",Archives,By Richard Hudson,Archives,,['Vietnam']
Cable From Taylor to Kennedy On Introduction of U.S. Troops,1971-07-01,https://www.nytimes.com/1971/07/01/archives/cable-from-taylor-to-kennedy-on-introduction-of-us-troops.html,article,"Cablegram from Baguio, the Philippines, by General Taylor to President Kennedy, Nov. 1, 1931.",Archives,,Archives,,['Vietnam']
ELLSBERG CALLS DECISION ‘GREAT’,1971-07-01,https://www.nytimes.com/1971/07/01/archives/ellsberg-calls-decision-great-but-says-ruling-on-vietnam-papers-is.html,article,"CAMBRIDGE, Mass., June 30 —Dr. Daniel Ellsberg, who has said he gave the Pentagon pa pers to the press, praised the Supreme Court decision today as “a great one.” ",Archives,By Robert Reinhold Special to The New York Times,Archives,,['Vietnam']
