headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
"Nixon, With Wife, to Visit 3 Chinese Cities in 7 Days",1971-12-01,https://www.nytimes.com/1971/12/01/archives/nixon-with-wife-to-visit-3-chinese-cities-in-7-days-nixon-with-wife.html,article,"WASHINGTON, Nov. 30 — The White House announced today that President Nixon's journey to China in February would take him to three cities in seven days for “free‐wheel ing” discussions with Premier Chou En‐lai and Chairman Mao Tse‐tung. He will be accom panied by Mrs. Nixon. ",Archives,By James M. Naughton Special to The New York Times,Archives,,['Vietnam']
DEFENSE LAWYERS REST MYLAI CASE,1971-12-01,https://www.nytimes.com/1971/12/01/archives/defense-lawyers-rest-mylai-case-but-henderson-jury-seeks-three-more.html,article,"FORT MEADE, Md., Nov. 30 —The defense in the court‐mar tial of Col. Oran K. Henderson rested its case today, but it appeared likely that the jury would not retire to consider verdict for more than a week. ",Archives,By Douglas Robinson;Special to The New York Times,Archives,,['Vietnam']
RULES ON WAR NEWS TIGHTENED BY SAIGON,1971-12-01,https://www.nytimes.com/1971/12/01/archives/rules-on-war-news-tightened-by-saigon.html,article,"SAIGON, South Vietnam, Nov'30 (UPI)——South Vietnam insti tuted new ground rules for news coverage of military oper ations today and threatened to expell correspondents for viola tions. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
How Many Secrecies?,1971-12-01,https://www.nytimes.com/1971/12/01/archives/how-many-secrecies.html,article,"LIVERMORE, Calif.—Here are three examples: the secrecy of the Kremlin, the secrecy of Washington, and the secrecy of The New York Times.",Archives,By Edward Teller,Archives,,['Vietnam']
New Drive Reported Opened in Central Highlands,1971-12-01,https://www.nytimes.com/1971/12/01/archives/new-drive-reported-opened-in-central-highlands.html,article,"SAIGON, South Vietnam, Wednesday, Dec. 1—About 15, 000 Government troops have reportedly begun a thrust against enemy forces in the Central Highlands of South Vietnam near the Cambodian border.",Archives,By Iver Peterson;Special to The New York Times,Archives,,['Vietnam']
Wild Blue Yonder Revisited,1971-12-02,https://www.nytimes.com/1971/12/02/archives/wild-blue-yonder-revisited.html,article,"The United States Air Force Academy glistens metallically at the foot of an endless range of lovely mountains near Colorado Springs. The chapel building catches your eyes first as you approach it across the valley. Constructed of steel and aluminum, it tapers from a broad base to a series of points thrusting assertively upward toward the wild blue yonder. It was on the steps of this chapel that I, along with several other people, was apprehended by Air Force Security Police last month for distributing a prayer of St. Francis of Assisi and four quotations from the Bible. The prayer is the familiar one that starts out, “Lord, make me en instrument of Thy peace. Where there is hatred, let me sow love,” etc. The Bible verses had to do with beating swords into plowshares and not studying war anymore.",Archives,By Harvey Cox,Archives,,['Vietnam']
Foe in Cambodia Renews Heavy Attacks,1971-12-02,https://www.nytimes.com/1971/12/02/archives/foe-in-cambodia-renews-heavy-attacks.html,article,"SAIGON, Dec. 1 (AP)—North Vietnamese forces renewed heavy attacks along Cambodia's northeastern front today and Cambodian troops were reported retreating from two key towns.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Henderson Jury Awaits Three New Witnesses,1971-12-02,https://www.nytimes.com/1971/12/02/archives/henderson-jury-awaits-three-new-witnesses.html,article,"FORT MEADE, Md., Dec. 1—The military jury at the courtmartial of Col. Oran K. Henderson marked time today while awaiting the arrival of three, witnesses who it expects will shed more light on whether there was a coverup of they Mylai 4 slayings.",Archives,By Douglas Robinson Special to The New York Times,Archives,,['Vietnam']
U.S. PRESSES ISSUE OF PRISONER MAIL,1971-12-03,https://www.nytimes.com/1971/12/03/archives/us-presses-issue-of-prisoner-mail.html,article,"PARIS, Dec. 2—William J. Porter, the American delegate to the Vietnam peace talks, pressed North Vietnam again today to permit “a normal flow of mail” from American prisoners held there.",Archives,,Archives,,['Vietnam']
Heavy Casualties Reported,1971-12-03,https://www.nytimes.com/1971/12/03/archives/heavy-casualties-reported.html,article,"SAIGON, South Vietnam, Friday, Dec. 3 (AP)—A 120‐man company of South Vietnamese militiamen suffered heavy casualties yesterday in a clash with North Vietnamese troops 48 miles northwest of Saigon, the South Vietnamese command reported today. It said that 24 troops had been killed and 15 had been wounded in the action near the headquarters for current South Vietnamese operations in eastern Cambodia. The command said the militia force killed 32 enemy soldiers.",Archives,,Archives,,[]
