headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
GROUND FIGHTING IN VIETNAM DROPS,1971-09-01,https://www.nytimes.com/1971/09/01/archives/ground-fighting-in-vietnam-drops-but-b52s-strike-along-the-dmz-for.html,article,"SAIGON, South Vietnam, Aug. 31 (AP)—Ground fighting diminished across South Vietnam today, but United States bombers pounded the country's northern front and inside the demilitarized zone.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
"KY, OUT OF RACE, BUSY IN POLITICS",1971-09-01,https://www.nytimes.com/1971/09/01/archives/ky-out-of-race-busy-in-politics-aides-say-he-plans-party-for-30.html,article,"SAIGON, South Vietnam, Wednesday, Sept. 1—Vice President Nguyen Cao Ky moved yesterday to get hack the $7,300 he had posted to run in the presidential election. Oct 3, emphasizing that he was out of the political scene.",Archives,By Craig R. Whitney Special to The New York Times,Archives,,['Vietnam']
"Log of Mylai Attack Shows Early Reports of 84 Vietcong Slain, Trial Told",1971-09-01,https://www.nytimes.com/1971/09/01/archives/log-of-mylai-attack-shows-early-reports-of-84-vietcong-slain-trial.html,article,"FORT. MEADE, Md., Aug. 31 —Infantrymen assaulting the village of Mylai 4 on March 16, 1968, reported killing 84 Vietcong during the first hour and 10 minutes of the attack although they did not report receiving any hostile fire during the entire operation.",Archives,By Douglas Robinson Special to The New York Times,Archives,,['Vietnam']
L'Oncle Ho,1971-09-02,https://www.nytimes.com/1971/09/02/archives/loncle-ho.html,article,"The crowd which assembled in Ba Dinh square in early dawn waited patiently. On the platform, a frail figure stepped forward. His beard blowing in the wind, he declared the independence of Vietnam.",Archives,By Truong Dinh Hung,Archives,,['Vietnam']
"U. S. Starts the Pullout Of 42,000 More Troops",1971-09-02,https://www.nytimes.com/1971/09/02/archives/us-starts-the-pullout-of-42000-more-troops.html,article,"SAIGON, South Vietnam, Sept 1 (AP) — The United States command announced today the start of a troop reduction of 42,000 that will cut American strength in South Vietnam to 177,000 men by Dec. 1.",Archives,,Archives,,['Vietnam']
AIDE TO KY PREDICTS RESCHEDULED VOTING,1971-09-02,https://www.nytimes.com/1971/09/02/archives/aide-to-ky-predicts-rescheduled-voting.html,article,An aide of Vice President Nguyen Cao Ky of South Vietnam said yesterday that there was “zero chance” that his country's presidential election would take place on Oct. 3 because “popular reaction” to President Nguyen Van Thieu's running alone would force the Government to schedule a new one,Archives,,Archives,,['Vietnam']
KOTOUC DESCRIBES 2 MYLAI MESSAGES,1971-09-02,https://www.nytimes.com/1971/09/02/archives/kotouc-describes-2-mylai-messages-trial-told-of-radio-exchange-not.html,article,"FORT MEADE, Md., Sept. —An Army officer on duty at rear headquarters during the infantry push through the village of Mylai 4 said today that he had heard a radio message that a boy was being shot down on a highway near the hamlet.",Archives,By Douglas Robinson,Archives,,['Vietnam']
LAIRD SAYS BONN WILL BUY 175 JETS FOR $750‐MILLION,1971-09-02,https://www.nytimes.com/1971/09/02/archives/laird-says-bonn-will-buy-175-jets-for-750million-secretary-credits.html,article,"WASHINGTON, Sept. 1 —Secretary of Defense Melvin R. Laird announced today that the United States had agreed to sell 175 Phantom jet fighters to West Germany.",Archives,,Archives,,['Vietnam']
War‐Crimes Figure Loses Assignment As Army Recruiter,1971-09-02,https://www.nytimes.com/1971/09/02/archives/warcrimes-figure-loses-assignment-as-army-recruiter.html,article,"FORT McPHERSON, Ga., Sept. 1 (AP)—An officer who has accused the Army of harassing him has been transferred from a position where he was responsible for reenlistments to another job, the Third Army said today.",Archives,,Archives,,['Vietnam']
Saigon Reports Foe Shelled a Column Near DMZ,1971-09-02,https://www.nytimes.com/1971/09/02/archives/saigon-reports-foe-shelled-a-column-near-dmz.html,article,"SAIGON, South Vietnam, Thursday, Sept. 2 (AP)—North Vietnamese gunners reportedly directed a 500‐round rocketand‐mortar barrage at a South Vietnamese armored column near the demilitarized zone yesterday and also shelled five nearby bases.",Archives,,Archives,,['Vietnam']
Vietnam Action Ruled No War In an Insurance Case in Virginia,1971-09-02,https://www.nytimes.com/1971/09/02/archives/vietnam-action-ruled-no-war-in-an-insurance-case-in-virginia.html,article,"RICHMOND, Sept. 1 CAP)—The Virginia Supreme Court held today that the United States' involvement in Vietnam did not constitute a war in the legal sense.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
