headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
PULLOUT DEADLINE VOTED BY SENATE,1971-10-01,https://www.nytimes.com/1971/10/01/archives/pullout-deadline-voted-by-senate-2d-such-plan-by-mansfield-is.html,article,"WASHINGTON, Sept. 30—The Senate, reaffirming its past support of a deadline for ending the Vietnam war, went on record today in favor of the total withdrawal of all American forces from Indochina in six months, provided American prisoners of war were released.",Archives,By John W. Finney Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Prepackaged Hospitals Urged for Use of Poor,1971-10-01,https://www.nytimes.com/1971/10/01/archives/prepackaged-hospitals-urged-for-use-of-poor.html,article,"WASHINGTON, Sept. 30—Senator George McGovern urged today that some of the 2,500 prepackaged hospitals that the Government keeps in storage for disaster relief be converted into community health centers for the urban and rural poor.",Archives,,Archives,,['Vietnam']
News Analysis,1971-10-01,https://www.nytimes.com/1971/10/01/archives/the-outlook-for-thieu-still-bigger-worries.html,article,"SAIGON, South Vietnam, Sept. 30—President Nguyen Van Thieu, who concluded his campain for re‐election tonight, can now step back and await what he undoubtedly will regard as a public mandate to govern for another four years.",Archives,By Alvin Shuster Special to The New York Times,Archives,,['Vietnam']
Soldier Repays Stranger for '67 Favor,1971-10-01,https://www.nytimes.com/1971/10/01/archives/soldier-repays-stranger-for-67-favor.html,article,"MINEOLA, L.I., Sept. 30—While serving with the Army in 1967 in Vietnam, Michael Delaney saved the life of a wounded American soldier he had never seen by talking to the man for 16 hours by radio, to keep him from sinking into a coma. In a courtroom here today, Army Sgt. James P. Dempsey repaid Mr. Delaney by pledging his stripes to salvage Mr. Delaney's future.",Archives,,Archives,,['Vietnam']
OFFICER DISCOUNTED REPORTS ON MYLAI,1971-10-01,https://www.nytimes.com/1971/10/01/archives/officer-discounted-reports-on-mylai.html,article,"FORT MEADE, Md., Sept. 30 —A former intelligence officer who worked for Col. Oran K. Henderson said today that while in Vietnam he considered reports of civilian slayings at Mylai 4 to be “Vietcong propaganda.”",Archives,,Archives,,['Vietnam']
U.S. COMBAT DEATHS PUT AT 29 FOR WEEK,1971-10-01,https://www.nytimes.com/1971/10/01/archives/us-combat-deaths-put-at-29-for-week.html,article,"SAIGON, Sept. 30 (AP)—The United States command announced today that 29 Americans were killed in action in Indochina last week. It was the first time in 11 weeks that United States combat deaths exceeded 20.",Archives,,Archives,,['Vietnam']
Urgent Call for Peace,1971-10-01,https://www.nytimes.com/1971/10/01/archives/urgent-call-for-peace.html,article,"The 57‐to‐38 majority by which the Senate has once again passed Senator Mansfield's amendment for withdrawal of all United States forces from Indochina within six months—a cutdown from the original time limit of nine months—reflects spreading national disillusionment with President Nixon's Vietnamization policy. The vote is an impressive demonstration of the determination in Congress to reassert legislative authority, if necessary, to bring the war to the early end the President has promised but not delivered.",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"Ky, Addressing Anti ‐ Thieu Rally, Urges Vote Boycott",1971-10-01,https://www.nytimes.com/1971/10/01/archives/ky-addressing-antithieu-rally-urges-vote-boycott.html,article,"SAIGON, South Vietnam. Friday, Oct. I—Vice President Nguyen Cao Ky addressed a last‐minute political opposition meeting behind a barricade of Government policemen today and urged the voters to boycott this Sunday's elections, in which President Nguyen Van Thieu is the only candidate.",Archives,By Iver Peterson Special to The New York Times,Archives,,['Vietnam']
6 Antiwar Sailors Given Refugein Catholic Church,1971-10-01,https://www.nytimes.com/1971/10/01/archives/6-antiwar-sailors-given-refuge-in-catholic-church.html,article,"SAN DIEGO, Sept. 30 (AP) —Six sailors who are opposed to the war were given refuge in a Roman Catholic church today as their ship, the aircraft carrier Constellation, prepared to return to Vietnam.",Archives,,Archives,,['Vietnam']
Letters to the Editor,1971-10-01,https://www.nytimes.com/1971/10/01/archives/democracy-in-vietnam.html,article,To the Editor:,Archives,,Archives,,['Vietnam']
