headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Talks on U.S. Withdrawal Set Wednesday in Thailand,1969-09-01,https://www.nytimes.com/1969/09/01/archives/talks-on-us-withdrawal-set-wednesday-in-thailand.html,article,,Archives,,Archives,,['Vietnam']
McNair Concerned on Vietnam,1969-09-01,https://www.nytimes.com/1969/09/01/archives/mcnair-concerned-on-vietnam.html,article,,Archives,,Archives,,['Vietnam']
Navy Shells Foe in DMZ,1969-09-01,https://www.nytimes.com/1969/09/01/archives/navy-shells-foe-in-dmz.html,article,,Archives,,Archives,,['Vietnam']
WITHDRAWAL DELAY LINKED TO PENTAGON,1969-09-01,https://www.nytimes.com/1969/09/01/archives/withdrawal-delay-linked-to-pentagon.html,article,,Archives,,Archives,,['Vietnam']
Men of Company A Defend Behavior Under Fire,1969-09-01,https://www.nytimes.com/1969/09/01/archives/men-of-company-a-defend-behavior-under-fire.html,article,,Archives,By James P. Sterbaspecial To the New York Times,Archives,,['Vietnam']
Troops on Alert:,1969-09-01,https://www.nytimes.com/1969/09/01/archives/troops-on-alert.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Heavy Fighting Near Songbe,1969-09-02,https://www.nytimes.com/1969/09/02/archives/heavy-fighting-near-songbe.html,article,,Archives,,Archives,,['Vietnam']
"BACKERS OF THIEU IN CABINET POSTS; POLICY UNCHANGED; Military Men, Technicians Named -- Leading Political Figures Are Omitted",1969-09-02,https://www.nytimes.com/1969/09/02/archives/backers-of-thieu-in-cabinet-posts-policy-unchanged-military-men.html,article,,Archives,By Terence Smith,Archives,,['Vietnam']
Dr. Burns Says Peace Now Would Release $8-Billion; Dr. Burns Sees Dividend in Peace,1969-09-02,https://www.nytimes.com/1969/09/02/archives/dr-burns-says-peace-now-would-release-8billion-dr-burns-sees.html,article,,Archives,By James M. Naughton,Archives,,['Vietnam']
U. S. Completes Mekong Pullout; Vietnamese Take Over at Base,1969-09-02,https://www.nytimes.com/1969/09/02/archives/u-s-completes-mekong-pullout-vietnamese-take-over-at-base.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Plea Made for P.O.W.'s,1969-09-02,https://www.nytimes.com/1969/09/02/archives/plea-made-for-pows.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Judging Nations,1969-09-02,https://www.nytimes.com/1969/09/02/archives/judging-nations.html,article,,Archives,LAWRENCE H. BATTISTINI,Archives,,['Vietnam']
In The Nation: What's It All About?,1969-09-02,https://www.nytimes.com/1969/09/02/archives/in-the-nation-whats-it-all-about.html,article,,Archives,By Tom Wicker,Archives,,['Vietnam']
Washington Is Cautious,1969-09-03,https://www.nytimes.com/1969/09/03/archives/washington-is-cautious.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"G.I.'s, Flown to Aid Allied Units Near Songbe, Fail to Find Foe",1969-09-03,https://www.nytimes.com/1969/09/03/archives/gis-flown-to-aid-allied-units-near-songbe-fail-to-find-foe.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"Ho Chi Minh Gravely Ill, Hanoi Informs the Nation; HO CHI MINH IS ILL, HANOI ANNOUNCES",1969-09-03,https://www.nytimes.com/1969/09/03/archives/ho-chi-minh-gravely-ill-hanoi-informs-the-nation-ho-chi-minh-is-ill.html,article,,Archives,By Reuters,Archives,,"['Vietnam', 'Vietnam']"
HANOI MISSION OPENS SCANDINAVIAN TOUR,1969-09-03,https://www.nytimes.com/1969/09/03/archives/hanoi-mission-opens-scandinavian-tour.html,article,,Archives,,Archives,,['Vietnam']
Announcement in Paris,1969-09-03,https://www.nytimes.com/1969/09/03/archives/announcement-in-paris.html,article,,Archives,,Archives,,['Vietnam']
Befogged Peace Dividend,1969-09-03,https://www.nytimes.com/1969/09/03/archives/befogged-peace-dividend.html,article,,Archives,,Archives,,['Vietnam']
NIXON AIDES COUNT ON PEACE DIVIDEND; Most New Funds Would Go for Projects Now Planned,1969-09-03,https://www.nytimes.com/1969/09/03/archives/nixon-aides-count-on-peace-dividend-most-new-funds-would-go-for.html,article,,Archives,By Edwin L. Dale Jr,Archives,,['Vietnam']
HANOI WANTS U. S. TO SPEED PULLOUT; Delegate Indicates in Paris Such a Move Would Mean Progress in Talks,1969-09-03,https://www.nytimes.com/1969/09/03/archives/hanoi-wants-u-s-to-speed-pullout-delegate-indicates-in-paris-such-a.html,article,,Archives,By Henry Giniger,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Ex-P.O.W.'s Charge Hanoi With Torture; 2 FREED BY HANOI CHARGE TORTURE,1969-09-03,https://www.nytimes.com/1969/09/03/archives/expows-charge-hanoi-with-torture-2-freed-by-hanoi-charge-torture.html,article,,Archives,By William Robbins,Archives,,['Vietnam']
400 at Episcopal Parley Support Two AWOL War Protesters,1969-09-03,https://www.nytimes.com/1969/09/03/archives/400-at-episcopal-parley-support-two-awol-war-protesters.html,article,,Archives,By Seth S. King,Archives,,['Vietnam']
"CHINA LABOR UNITS ARE BELIEVED OUT OF NORTH VIETNAM; Withdrawal of 40,000 Who Maintained Transport Net Reported Completed",1969-09-03,https://www.nytimes.com/1969/09/03/archives/china-labor-units-are-believed-out-of-north-vietnam-withdrawal-of.html,article,,Archives,By Richard Halloran,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Protesting G.I. Arrested,1969-09-03,https://www.nytimes.com/1969/09/03/archives/protesting-gi-arrested.html,article,,Archives,,Archives,,['Vietnam']
Little Effect in Paris Seen,1969-09-04,https://www.nytimes.com/1969/09/04/archives/little-effect-in-paris-seen.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
HO CHI MINH DEAD AT 79; NORTH VIETNAM EXPECTED TO HOLD TO WAR POLICIES; HAS HEART ATTACK,1969-09-04,https://www.nytimes.com/1969/09/04/archives/ho-chi-minh-dead-at-79-north-vietnam-expected-to-hold-to-war.html,article,,Archives,By Tillman Durdin,Archives,,"['Vietnam', 'Vietnam']"
Making a Mess Messier,1969-09-04,https://www.nytimes.com/1969/09/04/archives/making-a-mess-messier.html,article,,Archives,,Archives,,['Vietnam']
B-52'S POUND AREA TO BLOCK ATTACK; Strike Near Cambodian Line to Smash Threat to Songbe,1969-09-04,https://www.nytimes.com/1969/09/04/archives/b52s-pound-area-to-block-attack-strike-near-cambodian-line-to-smash.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Ho Chi Minh,1969-09-04,https://www.nytimes.com/1969/09/04/archives/ho-chi-minh.html,article,,Archives,,Archives,,['Vietnam']
NO EFFECT IS SEEN ON TALKS IN PARIS; U.S. Officials Say Death of Mystical Leader Won't Alter Peace Outlook,1969-09-04,https://www.nytimes.com/1969/09/04/archives/no-effect-is-seen-on-talks-in-paris-us-officials-say-death-of.html,article,,Archives,By Richard Halloran,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Texts of the Announcements by Hanoi,1969-09-04,https://www.nytimes.com/1969/09/04/archives/texts-of-the-announcements-by-hanoi.html,article,,Archives,,Archives,,['Vietnam']
Observer: The Nixon Lullaby,1969-09-04,https://www.nytimes.com/1969/09/04/archives/observer-the-nixon-lullaby.html,article,,Archives,By Russell Baker,Archives,,"['Vietnam', 'Vietnam']"
In The Nation: The Postwar Spending Muddle,1969-09-04,https://www.nytimes.com/1969/09/04/archives/in-the-nation-the-postwar-spending-muddle.html,article,,Archives,By Tom Wicker,Archives,,['Vietnam']
U.S. and Thailand Begin Talks in Bangkok on the Gradual Reduction of American Servicemen,1969-09-04,https://www.nytimes.com/1969/09/04/archives/us-and-thailand-begin-talks-in-bangkok-on-the-gradual-reduction-of.html,article,,Archives,By Henry Kamm,Archives,,['Vietnam']
White House Withholds Comment on the Death,1969-09-04,https://www.nytimes.com/1969/09/04/archives/white-house-withholds-comment-on-the-death.html,article,,Archives,,Archives,,['Vietnam']
Gene Robb's Work,1969-09-04,https://www.nytimes.com/1969/09/04/archives/gene-robbs-work.html,article,,Archives,PETER BERLET ROBB,Archives,,['Vietnam']
Ho Chi Minh Was Noted for Success in Blending Nationalism and Communism; From Youth He Pursued A Goal of Independence,1969-09-04,https://www.nytimes.com/1969/09/04/archives/ho-chi-minh-was-noted-for-success-in-blending-nationalism-and.html,article,,Archives,By Alden Whitman,Archives,,['Vietnam']
"HEAVY SHELLINGS BY FOE REPORTED; 66 Are Reported in Vietnam, With 26 Rated Significant",1969-09-05,https://www.nytimes.com/1969/09/05/archives/heavy-shellings-by-foe-reported-66-are-reported-in-vietnam-with-26.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
Chou Places Wreath Under Ho's Portrait In Hanoi Ceremony,1969-09-05,https://www.nytimes.com/1969/09/05/archives/chou-places-wreath-under-hos-portrait-in-hanoi-ceremony.html,article,,Archives,By Tillman Durdinspecial To the New York Times,Archives,,['Vietnam']
President Nixon and Ho Chi Minh,1969-09-05,https://www.nytimes.com/1969/09/05/archives/president-nixon-and-ho-chi-minh.html,article,,Archives,By James Reston,Archives,,"['Vietnam', 'Vietnam']"
VIETCONG DECREE THREE-DAY TRUCE IN MEMORY OF HO; U.S. Indicates Acceptance if Hanoi Agrees -- Period to Begin Early Monday WASHINGTON CAUTIOUS Officials Point to Violations Before by Foe -- A Major Breakthrough Is Doubted Vietcong Decree a 3-Day Truce in Memory of Ho,1969-09-05,https://www.nytimes.com/1969/09/05/archives/vietcong-decree-threeday-truce-in-memory-of-ho-us-indicates.html,article,,Archives,By Richard Halloranspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Vietnam Truce Initiative,1969-09-05,https://www.nytimes.com/1969/09/05/archives/vietnam-truce-initiative.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"Ho's Death to Test Effectiveness Of Hanoi's Collective Leadership; Possibility of Power Struggle Is Raised, With Le Duan and Truong Chinh as the Principal Contenders",1969-09-05,https://www.nytimes.com/1969/09/05/archives/hos-death-to-test-effectiveness-of-hanois-collective-leadership.html,article,,Archives,By Charles Mohr,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Vietnam Casualties,1969-09-05,https://www.nytimes.com/1969/09/05/archives/vietnam-casualties.html,article,,Archives,,Archives,,[]
KOSYGIN WILL GO TO RITES IN HANOI; Soviet Premier Is Expected to Pledge Continued Help,1969-09-05,https://www.nytimes.com/1969/09/05/archives/kosygin-will-go-to-rites-in-hanoi-soviet-premier-is-expected-to.html,article,,Archives,By Bernard Gwertzmanspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
Clash in Cambodia Reported,1969-09-05,https://www.nytimes.com/1969/09/05/archives/clash-in-cambodia-reported.html,article,,Archives,,Archives,,['Vietnam']
PARIS SESSION OFF FOR HO'S FUNERAL; North Vietnam and Vietcong Delegates Fly to Hanoi,1969-09-05,https://www.nytimes.com/1969/09/05/archives/paris-session-off-for-hos-funeral-north-vietnam-and-vietcong.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
TRUCE EXTENSION IS HELD UNLIKELY; U.S. Aides See No Effect on Withdrawal of Troops,1969-09-06,https://www.nytimes.com/1969/09/06/archives/truce-extension-is-held-unlikely-us-aides-see-no-effect-on.html,article,,Archives,By Richard Halloranspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Chou Returns Home,1969-09-06,https://www.nytimes.com/1969/09/06/archives/chou-returns-home.html,article,,Archives,By Tillman Durdinspecial To the New York Times,Archives,,['Vietnam']
Hanoi Group Visits Erlander,1969-09-06,https://www.nytimes.com/1969/09/06/archives/hanoi-group-visits-erlander.html,article,,Archives,,Archives,,['Vietnam']
Antidraft Movement,1969-09-06,https://www.nytimes.com/1969/09/06/archives/antidraft-movement.html,article,,Archives,THOMAS C. REEVES,Archives,,"['Vietnam', 'Vietnam']"
NAVY REPORTS GAINS IN VIETNAM PROGRAM,1969-09-06,https://www.nytimes.com/1969/09/06/archives/navy-reports-gains-in-vietnam-program.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
In The Nation: Putting First Things Somewhere Else,1969-09-07,https://www.nytimes.com/1969/09/07/archives/in-the-nation-putting-first-things-somewhere-else.html,article,,Archives,By Tom Wicker,Archives,,['Vietnam']
KOCH DRAWS FIRE IN HOUSE OVER HO; Sharp Issue Is Taken With His Remarks on Death,1969-09-07,https://www.nytimes.com/1969/09/07/archives/koch-draws-fire-in-house-over-ho-sharp-issue-is-taken-with-his.html,article,,Archives,By Richard L. Madden,Archives,,['Vietnam']
"Nixon Pleased by Stay On Coast; Nixon, Despite Criticism, Is Pleased With Experiment in Governing From the Western White House",1969-09-07,https://www.nytimes.com/1969/09/07/archives/nixon-pleased-by-stay-on-coast-nixon-despite-criticism-is-pleased.html,article,,Archives,By Robert B. Semple Jr,Archives,,"['Vietnam', 'Vietnam']"
