headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
The Only Power Kissinger Has Is the Confidence of the President; The Only Power Kissinger Has Is the Confidence of the President,1969-06-01,https://www.nytimes.com/1969/06/01/archives/the-only-power-kissinger-has-is-the-confidence-of-the-president-the.html,article,,Archives,By Patrick Anderson,Archives,,['Vietnam']
G.I. Who Fled Vietcong Says He Missed Coffee,1969-06-01,https://www.nytimes.com/1969/06/01/archives/gi-who-fled-vietcong-says-he-missed-coffee.html,article,,Archives,,Archives,,['Vietnam']
Humiliation in Vietnam,1969-06-01,https://www.nytimes.com/1969/06/01/archives/humiliation-in-vietnam.html,article,,Archives,DICKSON J. HINGSON,Archives,,['Vietnam']
Dzu Is Flown From Prison To Saigon for Treatment,1969-06-01,https://www.nytimes.com/1969/06/01/archives/dzu-is-flown-from-prison-to-saigon-for-treatment.html,article,,Archives,,Archives,,['Vietnam']
KENNEDY SAYS THIEU DOESN'T HELP PEACE,1969-06-01,https://www.nytimes.com/1969/06/01/archives/kennedy-says-thieu-doesnt-help-peace.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
FIGHTING FLARES AFTER CEASE-FIRE; Ground Action Rennewed Ground Action Is Renewed,1969-06-01,https://www.nytimes.com/1969/06/01/archives/fighting-flares-after-ceasefire-ground-action-rennewed-ground.html,article,,Archives,,Archives,,['Vietnam']
A Decision in Vietnam: Death of a Hamlet,1969-06-01,https://www.nytimes.com/1969/06/01/archives/a-decision-in-vietnam-death-of-a-hamlet.html,article,,Archives,By Peter Arnett,Archives,,"['Vietnam', 'Vietnam']"
Capital Report Finds Police Restraint,1969-06-01,https://www.nytimes.com/1969/06/01/archives/capital-report-finds-police-restraint.html,article,,Archives,By David E. Rosenbaum,Archives,,['Vietnam']
How Much Time Has Nixon Got?,1969-06-01,https://www.nytimes.com/1969/06/01/archives/how-much-time-has-nixon-got.html,article,,Archives,-- HEDRICK SMITH,Archives,,['Vietnam']
Students to Gain a Voice In U.S. Education Policy; Students to Gain a Voice in Policy of U.S. Office of Education,1969-06-01,https://www.nytimes.com/1969/06/01/archives/students-to-gain-a-voice-in-us-education-policy-students-to-gain-a.html,article,,Archives,By Fred M. Hechinger,Archives,,['Vietnam']
U.S. Says Thieu Backs Nixon Plan; White House Says Thieu Backs Nixon,1969-06-01,https://www.nytimes.com/1969/06/01/archives/us-says-thieu-backs-nixon-plan-white-house-says-thieu-backs-nixon.html,article,,Archives,By Walter Rugaber,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
2 DIE AS ROCKET FALLS ON SAIGON; Marines Repulse Attack 20 Miles From DMZ,1969-06-02,https://www.nytimes.com/1969/06/02/archives/2-die-as-rocket-falls-on-saigon-marines-repulse-attack-20-miles.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Son-in-Law Going to Midway,1969-06-02,https://www.nytimes.com/1969/06/02/archives/soninlaw-going-to-midway.html,article,,Archives,,Archives,,['Vietnam']
South Vietnamese Troops Showing Uneven Progress; South Vietnam's Troops Show Uneven Progress,1969-06-02,https://www.nytimes.com/1969/06/02/archives/south-vietnamese-troops-showing-uneven-progress-south-vietnams.html,article,,Archives,By B. Drummond Ayres Jr,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Thieu Denies He Is Lobbying In Asia Against Peace Plan,1969-06-02,https://www.nytimes.com/1969/06/02/archives/thieu-denies-he-is-lobbying-in-asia-against-peace-plan.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Pope Voices His Dismay Over 3 World Conflicts,1969-06-02,https://www.nytimes.com/1969/06/02/archives/pope-voices-his-dismay-over-3-world-conflicts.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
445 Graduates at Colgate; Goldberg Decries Arms Race,1969-06-02,https://www.nytimes.com/1969/06/02/archives/445-graduates-at-colgate-goldberg-decries-arms-race.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
VIETCONG OFFICIAL WELCOMED IN CUBA,1969-06-02,https://www.nytimes.com/1969/06/02/archives/vietcong-official-welcomed-in-cuba.html,article,,Archives,,Archives,,['Vietnam']
Kissinger Degree Protested,1969-06-03,https://www.nytimes.com/1969/06/03/archives/kissinger-degree-protested.html,article,,Archives,,Archives,,['Vietnam']
Humphrey Says President Is Trying to Achieve Peace,1969-06-03,https://www.nytimes.com/1969/06/03/archives/humphrey-says-president-is-trying-to-achieve-peace.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
WAR PROTESTS MARK HUNTER GRADUATION,1969-06-03,https://www.nytimes.com/1969/06/03/archives/war-protests-mark-hunter-graduation.html,article,,Archives,,Archives,,['Vietnam']
Lodge Will Go to Midway For Nixon-Thieu Parley,1969-06-03,https://www.nytimes.com/1969/06/03/archives/lodge-will-go-to-midway-for-nixonthieu-parley.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Red Cross Official Plans Aid Program for Hanoi,1969-06-03,https://www.nytimes.com/1969/06/03/archives/red-cross-official-plans-aid-program-for-hanoi.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Vietnam Casualties,1969-06-03,https://www.nytimes.com/1969/06/03/archives/vietnam-casualties.html,article,,Archives,,Archives,,[]
Protesters and Dissidents Hold Antiwar Rally Here,1969-06-03,https://www.nytimes.com/1969/06/03/archives/protesters-and-dissidents-hold-antiwar-rally-here.html,article,,Archives,,Archives,,['Vietnam']
Dirksen Denounces Kennedy Criticism Of Tactics in War; Dirksen Denounces Criticism by Kennedy on War,1969-06-03,https://www.nytimes.com/1969/06/03/archives/dirksen-denounces-kennedy-criticism-of-tactics-in-war-dirksen.html,article,,Archives,By John W. Finney,Archives,,"['Vietnam', 'Vietnam']"
A NEWSMAN TELLS OF POLICE VIOLENCE,1969-06-03,https://www.nytimes.com/1969/06/03/archives/a-newsman-tells-of-police-violence.html,article,,Archives,,Archives,,['Vietnam']
U.S. Assailed in East Berlin,1969-06-03,https://www.nytimes.com/1969/06/03/archives/us-assailed-in-east-berlin.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
War's Casualty Rate,1969-06-03,https://www.nytimes.com/1969/06/03/archives/wars-casualty-rate.html,article,,Archives,RONALD H. BARNHARD,Archives,,"['Vietnam', 'Vietnam']"
Action Light in Ashau Valley Sweep,1969-06-03,https://www.nytimes.com/1969/06/03/archives/action-light-in-ashau-valley-sweep.html,article,,Archives,,Archives,,['Vietnam']
Thieu Denounces Crities,1969-06-03,https://www.nytimes.com/1969/06/03/archives/thieu-denounces-crities.html,article,,Archives,,Archives,,['Vietnam']
Upstate G.I. Killed in Vietnam,1969-06-04,https://www.nytimes.com/1969/06/04/archives/upstate-gi-killed-in-vietnam.html,article,,Archives,,Archives,,[]
Rocket Cache Found Near Saigon,1969-06-04,https://www.nytimes.com/1969/06/04/archives/rocket-cache-found-near-saigon.html,article,,Archives,,Archives,,['Vietnam']
"UNICEF OFFICIAL INVITED TO HANOI; North Vietnam, in Its First Approach to U.N., Asks Talks on Aid Program",1969-06-04,https://www.nytimes.com/1969/06/04/archives/unicef-official-invited-to-hanoi-north-vietnam-in-its-first.html,article,,Archives,By Kathleen Teltsch,Archives,,['Vietnam']
Foreign Affairs: More Out of Less,1969-06-04,https://www.nytimes.com/1969/06/04/archives/foreign-affairs-more-out-of-less.html,article,,Archives,By C.l. Sulzberger,Archives,,['Vietnam']
Construction Combine Plans To Leave Vietnam in 1971,1969-06-04,https://www.nytimes.com/1969/06/04/archives/construction-combine-plans-to-leave-vietnam-in-1971.html,article,,Archives,,Archives,,['Vietnam']
NIXON-THIEU TALK MAY BRING ACCORD ON U.S. TROOP CUT; Washington Aides Prepare for a Joint Announcement at Meeting on Midway,1969-06-04,https://www.nytimes.com/1969/06/04/archives/nixonthieu-talk-may-bring-accord-on-us-troop-cut-washington-aides.html,article,,Archives,By Hedrick Smith,Archives,,"['Vietnam', 'Vietnam']"
Thieu Again Bars Coalition,1969-06-04,https://www.nytimes.com/1969/06/04/archives/thieu-again-bars-coalition.html,article,,Archives,,Archives,,['Vietnam']
War on Capitol Hill,1969-06-04,https://www.nytimes.com/1969/06/04/archives/war-on-capitol-hill.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Withdrawal Plans Are in Constant Revision,1969-06-04,https://www.nytimes.com/1969/06/04/archives/withdrawal-plans-are-in-constant-revision.html,article,,Archives,By Joseph B. Treaster,Archives,,['Vietnam']
U. S. Sees No Breakthrough,1969-06-04,https://www.nytimes.com/1969/06/04/archives/u-s-sees-no-breakthrough.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
Foe's Papers Concede Heavy Losses,1969-06-05,https://www.nytimes.com/1969/06/05/archives/foes-papers-concede-heavy-losses.html,article,,Archives,,Archives,,['Vietnam']
Excerpts From President's Speech at the Air Force Academy on Military Critics,1969-06-05,https://www.nytimes.com/1969/06/05/archives/excerpts-from-presidents-speech-at-the-air-force-academy-on.html,article,,Archives,,Archives,,['Vietnam']
Vietnam Casualties,1969-06-05,https://www.nytimes.com/1969/06/05/archives/vietnam-casualties.html,article,,Archives,,Archives,,[]
