headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Ho Chi Minh Welcomes The New Year in Verse,1969-01-01,https://www.nytimes.com/1969/01/01/archives/ho-chi-minh-welcomes-the-new-year-in-verse.html,article,,Archives,,Archives,,['Vietnam']
Foreign Affairs: The Slow Peace,1969-01-01,https://www.nytimes.com/1969/01/01/archives/foreign-affairs-the-slow-peace.html,article,,Archives,By C. L. Sulzberger,Archives,,"['Vietnam', 'Vietnam']"
"EXORCISE 'DEVILS,' DE GAULLE URGES; He Says Common Sense Is Prevailing in France Now",1969-01-01,https://www.nytimes.com/1969/01/01/archives/exorcise-devils-de-gaulle-urges-he-says-common-sense-is-prevailing.html,article,,Archives,By Henry Tanner,Archives,,['Vietnam']
Thieu Sees a Way To Cut U.S. Force In the Coming Year,1969-01-01,https://www.nytimes.com/1969/01/01/archives/thieu-sees-a-way-to-cut-us-force-in-the-coming-year.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
News Analysis; Israel and Russians Her Opposition to Moscow Role On Peace Runs Counter to Trend,1969-01-01,https://www.nytimes.com/1969/01/01/archives/news-analysis-israel-and-russians-her-opposition-to-moscow-role-on.html,article,,Archives,By Juan de Onis,Archives,,['Vietnam']
VIETCONG RELEASE THREE AMERICANS; G.I.'s Freed at 2d Meeting in Field--U.S. Major Held 5 Years Also Returns Vietcong Free Three Americans at Second Meeting in the Field,1969-01-01,https://www.nytimes.com/1969/01/01/archives/vietcong-release-three-americans-gis-freed-at-2d-meeting-in-fieldus.html,article,,Archives,By Joseph B. Treaster,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Vietnam Casualties,1969-01-01,https://www.nytimes.com/1969/01/01/archives/vietnam-casualties.html,article,,Archives,,Archives,,[]
Coast Guard Stresses Science Role,1969-01-01,https://www.nytimes.com/1969/01/01/archives/coast-guard-stresses-science-role.html,article,,Archives,,Archives,,['Vietnam']
"New Year, New Beginning",1969-01-01,https://www.nytimes.com/1969/01/01/archives/new-year-new-beginning.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
New U.S. Teams to Deal With Enemy on P.O.W.'s,1969-01-02,https://www.nytimes.com/1969/01/02/archives/new-us-teams-to-deal-with-enemy-on-pows.html,article,,Archives,,Archives,,['Vietnam']
"Sharp, Supple, Tough",1969-01-02,https://www.nytimes.com/1969/01/02/archives/sharp-supple-tough.html,article,,Archives,Ha Van LauSpecial to The New York Times,Archives,,['Vietnam']
Vietcong Use Radio Teletype,1969-01-02,https://www.nytimes.com/1969/01/02/archives/vietcong-use-radio-teletype.html,article,,Archives,,Archives,,['Vietnam']
TWO SIDES IN PARIS MAINTAIN CONTACT; U.S. and North Vietnam Are Expected to End the Long Delay in the Talks Soon TWO SIDES IN PARIS KEEPING CONTACT,1969-01-02,https://www.nytimes.com/1969/01/02/archives/two-sides-in-paris-maintain-contact-us-and-north-vietnam-are.html,article,,Archives,By Paul Hofmannspecial To the New York Times,Archives,,['Vietnam']
Three G.I.'s Released by the Vietcong Get Hamburgers and Ice Cream; 3 G.I.'s Freed by Foe Get Hamburgers and Ice Cream,1969-01-02,https://www.nytimes.com/1969/01/02/archives/three-gis-released-by-the-vietcong-get-hamburgers-and-ice-cream-3.html,article,,Archives,By Joseph B. Treasterspecial To the New York Times,Archives,,['Vietnam']
"Pope Paul, in New Year Talk, Deplores 'Terror and Reprisal'",1969-01-02,https://www.nytimes.com/1969/01/02/archives/pope-paul-in-new-year-talk-deplores-terror-and-reprisal.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
Camps Shelled as Truce Ends,1969-01-02,https://www.nytimes.com/1969/01/02/archives/camps-shelled-as-truce-ends.html,article,,Archives,,Archives,,['Vietnam']
Running Around in Circles,1969-01-02,https://www.nytimes.com/1969/01/02/archives/running-around-in-circles.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Vietnam Casualties,1969-01-03,https://www.nytimes.com/1969/01/03/archives/vietnam-casualties.html,article,,Archives,,Archives,,[]
John Wayne's 'Green Berets' a Box-Office Triumph,1969-01-03,https://www.nytimes.com/1969/01/03/archives/john-waynes-green-berets-a-boxoffice-triumph.html,article,,Archives,By A. H. Weiler,Archives,,['Vietnam']
Foreign Affairs: When West Is East,1969-01-03,https://www.nytimes.com/1969/01/03/archives/foreign-affairs-when-west-is-east.html,article,,Archives,By C. L. Sulzberger,Archives,,"['Vietnam', 'Vietnam']"
U.S. Deaths at 10-Week Low,1969-01-03,https://www.nytimes.com/1969/01/03/archives/us-deaths-at-10week-low.html,article,,Archives,By Joseph B. Treasterspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Optimism Emerges In Saigon as Allies Make Major Gains; Optimism Is Emerging in Saigon as Allies Make Gains in War,1969-01-03,https://www.nytimes.com/1969/01/03/archives/optimism-emerges-in-saigon-as-allies-make-major-gains-optimism-is.html,article,,Archives,By Charles Mohrspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
U.S. OFFERS PLANS TO END DEADLOCK IN VIETNAM TALKS; Vance Meets 4 Hours With Hanoi Aide in Paris -- Progress Is Indicated U.S. OFFERS PLANS FOR PEACE TALKS,1969-01-03,https://www.nytimes.com/1969/01/03/archives/us-offers-plans-to-end-deadlock-in-vietnam-talks-vance-meets-4.html,article,,Archives,By Paul Hofmannspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
12 CIVILIANS DEAD IN VIETNAM BLAST; 16 Wounded as Enemy Mine Explodes Under Truck,1969-01-03,https://www.nytimes.com/1969/01/03/archives/12-civilians-dead-in-vietnam-blast-16-wounded-as-enemy-mine.html,article,,Archives,,Archives,,['Vietnam']
U.S. UNITS IN ASIA SHIFT OIL CONTROL; Army and Navy Exchange Responsibility in 2 Areas,1969-01-04,https://www.nytimes.com/1969/01/04/archives/us-units-in-asia-shift-oil-control-army-and-navy-exchange.html,article,,Archives,,Archives,,['Vietnam']
