headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
The Nixon Technique: Presidential and World Politics,1969-08-01,https://www.nytimes.com/1969/08/01/archives/the-nixon-technique-presidential-and-world-politics.html,article,,Archives,By James Reston,Archives,,"['Vietnam', 'Vietnam']"
ENEMY SAYS NIXON SETS BACK TALKS; Visit to Saigon Denounced in Paris as Impasse Persists,1969-08-01,https://www.nytimes.com/1969/08/01/archives/enemy-says-nixon-sets-back-talks-visit-to-saigon-denounced-in-paris.html,article,,Archives,By Henry Ginigerspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
S.D.S. SETS PROTEST IN CHICAGO OCT. 11,1969-08-01,https://www.nytimes.com/1969/08/01/archives/sds-sets-protest-in-chicago-oct-11.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
NIXON VISITS INDIA; HE AGAIN PRAISES REGIME IN SAIGON; Says His Talk With Thieu Disproves Speculation on a Reduced Commitment IN NEW DELHI 22 HOURS President and Mrs. Gandhi Discuss Asia and the War -- Arrives in Pakistan Nixon Visits India and Sees Mrs. Gandhi; He Again Praises Thieu Government ASIA AND THE WAR SUBJECT OF TALKS 22-Hour Stay in New Delhi -- President Is Pleased by His Flight to Saigon,1969-08-01,https://www.nytimes.com/1969/08/01/archives/nixon-visits-india-he-again-praises-regime-in-saigon-says-his-talk.html,article,,Archives,By Max Frankelspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
"WHITE HOUSE MAPS ARMED FORCES CUT; Planners Consider a Drop of 50,000 to 200,000 Men in Year to Trim Budget White House Maps a Reduction In Armed Forces to Cut Budget",1969-08-01,https://www.nytimes.com/1969/08/01/archives/white-house-maps-armed-forces-cut-planners-consider-a-drop-of-50000.html,article,,Archives,By William Beecherspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Nixon Will Encounter Both Warmth and Resentment in Pakistan,1969-08-01,https://www.nytimes.com/1969/08/01/archives/nixon-will-encounter-both-warmth-and-resentment-in-pakistan.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
"U.S. WAR DEAD 110 IN WEEK, 1969 LOW; Foe's Casualties Also Drop, Reflecting Vietnam Lull",1969-08-01,https://www.nytimes.com/1969/08/01/archives/us-war-dead-110-in-week-1969-low-foes-casualties-also-drop.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Jordan's King Pledges To Escalate Resistance,1969-08-01,https://www.nytimes.com/1969/08/01/archives/jordans-king-pledges-to-escalate-resistance.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
Saigon Said to Arrest 50 As Linked to Red Spy Ring,1969-08-02,https://www.nytimes.com/1969/08/02/archives/saigon-said-to-arrest-50-as-linked-to-red-spy-ring.html,article,,Archives,,Archives,,['Vietnam']
SAIGON BROADCAST UPSETS U.S. AIDES; Live Program on Nixon Tour Embarrasses Embassy,1969-08-02,https://www.nytimes.com/1969/08/02/archives/saigon-broadcast-upsets-us-aides-live-program-on-nixon-tour.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Money Order Fee Waived,1969-08-02,https://www.nytimes.com/1969/08/02/archives/money-order-fee-waived.html,article,,Archives,,Archives,,['Vietnam']
