headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
PRICES ON AMEX AND O‐T‐C CLIMB,1972-11-01,https://www.nytimes.com/1972/11/01/archives/prices-on-amex-and-otc-climb.html,article,,Archives,,Archives,,['Vietnam']
FOE SAID TO CROSS CAMBODIA BORDER,1972-11-01,https://www.nytimes.com/1972/11/01/archives/foe-said-to-cross-cambodia-border-drive-to-expand-control-in-south.html,article,"PNOMPENH, Cambodia, Oct. 31—Authoritative Western military sources reported today that large numbers of North Vietnamese and Vietcong troops were moving out of their Cambodia border base areas into South Vietnam—apparently as part of a Communist attempt to seize control of as much South Vietnamese territory as possible before a cease‐fire is declared.",Archives,By Sydney H. Schanberg Special to The New York Times,Archives,,['Vietnam']
Provisions of Truce Draft,1972-11-01,https://www.nytimes.com/1972/11/01/archives/provisions-of-truce-draft.html,article,"Under the provisions of the nine‐point draft agreement between North Vietnam and the United States, the following would occur upon signing:",Archives,,Archives,,['Vietnam']
Other News of Vietnam,1972-11-01,https://www.nytimes.com/1972/11/01/archives/new-jersey-pages-other-news-of-vietnam.html,article,"In Paris, diplomatic sources reported that Hanoi and Washington had agreed on an international truce‐supervisory commission consisting of Canada, Indonesia, Poland and Hungary and on a peace conference to follow within 30 days of the signing, with Secretary General Waldheim of the United Nations participating.",Archives,,Archives,,[]
Shriver Criticizes Proposal For Coalition in Vietnam,1972-11-01,https://www.nytimes.com/1972/11/01/archives/shriver-criticizes-proposal-for-coalition-in-vietnam.html,article,,Archives,By Christopher Lydon Special to The New York Times,Archives,,['Vietnam']
US ASKING HANOI FOR REASSURANCE OF TROOP PULLOUT,1972-11-01,https://www.nytimes.com/1972/11/01/archives/us-asking-hanoi-for-reassurance-of-troop-pullout-wants-withdrawal.html,article,"WASHINGTON, Oct. 31—The United States is seeking reassurances from Hanoi that, once the Indochina settlement takes effect, North Vietnam will withdraw many of the 35,000 troops it now has stationed in the northern part of South Vietnam, even though it is not required to do so under the. terms of the agreement as: worked out.",Archives,ByBernard Gwertzman Special to The New York Times,Archives,,['Vietnam']
Foe Said to Rule Out Truce,1972-11-01,https://www.nytimes.com/1972/11/01/archives/foe-said-to-rule-out-truce.html,article,"PNOMPENH, Oct. 31 (AP)—Vietnamese Communist troops in Cambodia have received orders to continue fighting against the Government despite any cease‐fire reached in Indochina, a high military intelligence source said today:",Archives,,Archives,,[]
Thieu Grants 637 Amnesty,1972-11-01,https://www.nytimes.com/1972/11/01/archives/thieu-grants-637-amnesty.html,article,"SAIGON, South Vietnam, Oct. 31 (AP)—President Nguyen Van Thieu granted 637 convicts amnesty today on National Day, the official Government news agency Vietnam Press announced.",Archives,,Archives,,['Vietnam']
Thieu Calls Draft Accord ‘Surrender to Communists’,1972-11-01,https://www.nytimes.com/1972/11/01/archives/thieu-calls-draft-accord-surrender-to-communists-president-in-a.html,article,"SAIGON, South Vietnam, Wednesday, Nov. 1—President Nguyen Van Thieu today deInounced the draft peace agree‐, ment that was to have been (signed yesterday as “a surrender of the South Vietnamese people to the Communists.”",Archives,By Craig R. Whitney Special to The New York Times,Archives,,[]
Hanoi Said to Speed War Supplies Into South,1972-11-01,https://www.nytimes.com/1972/11/01/archives/hanoi-said-to-speed-war-supplies-into-south.html,article,"WASHINGTON, Oct. 31—United States military intelligence officials said today that North Vietnam began a “heavy movement” of war materials into South Vietnam about 10 days ago in an apparent effort to build up its forces in preparation for a cease‐fire.",Archives,By Tad Szulc Special to The New York Times,Archives,,['Vietnam']
