headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Rivals at Paris Trade Charges But Will Continue Peace Talks,1972-09-01,https://www.nytimes.com/1972/09/01/archives/rivals-at-paris-trade-charges-but-will-continue-peace-talks.html,article,"PARIS, Aug. 31—Delegates to the Vietnam peace talks here blamed each other's sides today for the unending war and agreed to meet again next Thursday.",Archives,,Archives,,['Vietnam']
Letters to the Editor,1972-09-01,https://www.nytimes.com/1972/09/01/archives/vietnam-policy.html,article,"Eugene V. Rostow insists (letter Aug. 22) that the “real issue” about Vietnam in the campaign is that responsible leaders of opinion should not rewrite history. Ironically, the Under Secretary of State for Political Affairs, 1966‐69, who served with Secretary of State Rusk, does indeed rewrite history when he contends that the nation committed itself to the Vietnam policy through the SEATO Treaty.",Archives,"JOSEPH H. CROWN WILLIAM L. STANDARD New York, Aug. 24, 1972;The writers are co&#8208;chairmen of the Lawyers Committee on American Policy Towards Vietnam",Archives,,['Vietnam']
U.S. Aides in Vietnam See an Unending War,1972-09-01,https://www.nytimes.com/1972/09/01/archives/us-aides-in-vietnam-see-an-unending-war.html,article,"SAIGON, South Vietnam, Aug. 31—Two weeks after Henry A. Kissinger's surprise visit to Saigon, high‐ranking American officials here are talking privately not of a breakthrough in the peace talks, but, rather, of the possibility of unending war.",Archives,By Craig R. Whitney Special to The New York Times,Archives,,['Vietnam']
"Thai Is Accused in Plane Blast Fatal to 81, Including His Child",1972-09-01,https://www.nytimes.com/1972/09/01/archives/thai-is-accused-in-plane-blast-fatal-to-81-including-his-child.html,article,"BANGKOK, Thailand, Aug. 31 (AP)—A Thai police lieutenant was arrested today in connection with a June 15 plane explosion over South Vietnam that killed his 7‐year‐old daughter and 80 other persons. Police spokesmen said that he had heavily insured the child before the flight.",Archives,,Archives,,[]
THE 1972 CAMPAIGN,1972-09-01,https://www.nytimes.com/1972/09/01/archives/mgovern-assures-allies-on-policies.html,article,"WASHINGTON, Aug. 31 Senator George McGovern continued today to attempt to allay the fears of the United States’ allies that if he was elected President he would weaken the country's commitments abroad.",Archives,,Archives,,['Vietnam']
Man in the News,1972-09-01,https://www.nytimes.com/1972/09/01/archives/strategist-for-japan-masayoshi-ohira.html,article,"HONOLULU, Aug. 31—Premier Kakuei Tanaka may do most of the talking for the Japanese side during the summit conference here. But if President Nixon and his adviser for national security, Henry A. Kissinger, have been well briefed, they will not overlook the man at Mr. Tanaka's side, Foreign Minister Masayoshi Ohira, whose silence and sleepy look could be misleading. It has been Mr. Ohira, rather than Mr. Tanaka, who has been the architect of Japan's new China policy. The Foreign Minister is the planner of Japan's China strategy, the executor of her diplomatic tactics and the builder of the consensus required of all national decisions before they are put forward.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Turning on the Heat in Vietnam,1972-09-01,https://www.nytimes.com/1972/09/01/archives/turning-on-the-heat-in-vietnam.html,article,"LELAND, Mich.—In two previous Vietnam articles on this page, I discussed the options open to President Nixon. Briefly they were: (1) get out of Vietnam, (2) continue stalemate, (3) escalate the war, (4) Vietnamization. After a visit to Vietnam, I discussed Mr. Nixon's adoption of the Vietnamization program. It has succeeded exceptionally well, to the extent that its objective is about to be reached with withdrawal of practically all U.S. ground forces from Vietnam and the assumption of their responsibilities by the South Vietnamese.",Archives,By Mark W. Clark,Archives,,['Vietnam']
U.S. TOLL IN VIETNAM LAST WEEK PUT AT 5,1972-09-01,https://www.nytimes.com/1972/09/01/archives/us-toll-in-vietnam-last-week-put-at-5.html,article,"SAIGON, Aug. 31—The United States command said today that five Americans were killed in action and three wounded last week, in the lowest casualty toll of any week since record‐keeping began on Jan. 1, 1965.",Archives,,Archives,,['Vietnam']
WASHINGTON,1972-09-01,https://www.nytimes.com/1972/09/01/archives/four-more-years-of-what.html,article,"WASHINGTON, Aug. 31—The campaign debates on the economy and the war sound as if the two sides disagreed about almost everything, but you look at the human side of these two great questions, the fact is that they agree on a great many disagreeable facts.",Archives,By James Reston,Archives,,['Vietnam']
Envoy Accuses McGovern Of Bad Manners’ to Thieu,1972-09-01,https://www.nytimes.com/1972/09/01/archives/envoy-accuses-mcgovern-of-bad-manners-to-thieu.html,article,"WASHINGTON, Aug. 31 (AP) —Tran Kim Phuong, Ambassador of South Vietnam, accused Senator George McGovern today of “bad manners” and “a gross violation of international courtesy” because of a statement he made yesterday about Nguyen Van Thieu, South Vietnam's president.",Archives,,Archives,,['Vietnam']
