headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
"Nixon Was Right, Dole Says",1972-05-01,https://www.nytimes.com/1972/05/01/archives/nixon-was-right-dole-says.html,article,"WASHINGTON, April 30, (Reuters) — Senator Robert J. Dole, chairman of the Republi can National Committee, said today that he believed Presi dent Nixon did the right thing in resuming the bombing of North Vietnam.",Archives,,Archives,,['Vietnam']
Cornell Squatters Dwindle; Serving of Papers Delayed,1972-05-01,https://www.nytimes.com/1972/05/01/archives/cornell-squatters-dwindle-serving-of-papers-delayed.html,article,"ITHACA, N. Y., April 30 (AP) —Antiwar protesters occupied the Cornell University engineer ing administration building for the fifth day today to dramatize their demands for an end to the Reserve Officers Training Corps and war‐related research at the campus.",Archives,,Archives,,['Vietnam']
Foe Captures 2 Positions in Cambodia,1972-05-01,https://www.nytimes.com/1972/05/01/archives/foe-captures-2-positions-in-cambodia-svayrieng-a-provincial-capital.html,article,"PNOMPENH, Cambodia, April 30 (UPI)—South Vietnamese and Cambodian troops gave up the village of Bavet and the border stronghold of Kompong Trach today, leaving the pro vincial capital at Svayrieng iso lated along a Communist‐con trolled 60‐mile stretch of high way.",Archives,,Archives,,[]
Letters to the Editor,1972-05-01,https://www.nytimes.com/1972/05/01/archives/analogy-on-invasion.html,article,To the Editor:,Archives,,Archives,,['Vietnam']
ROGERS DEFENDS BOMBING POLICY,1972-05-01,https://www.nytimes.com/1972/05/01/archives/rogers-defends-bombing-policy-says-attacks-around-hanoi-hurt-foes.html,article,"WASHINGTON, April 30 (AP) —Secretary of State William P. Rogers said today that the bombing of targets around Hanoi and Haiphong had weak ened the North Vietnamese mil itary effort in South Vietnam.",Archives,,Archives,,['Vietnam']
Tho Seems to Ease Hanoi's Terms a Bit,1972-05-01,https://www.nytimes.com/1972/05/01/archives/tho-seems-to-ease-hanois-terms-a-bit-tho-seems-to-ease-hanoi-terms.html,article,"PARIS, April 30—Le Duc Tho, a member of the North Vietnamese Politburo, returned from Hanoi today and said that he was here to negotiate with the United States for “a just and equitable peaceful solution to the Vietnamese problem.”",Archives,By John L. Hess Special to The New York Times,Archives,,['Vietnam']
Thieu Links Survival To Outcome of Drive,1972-05-01,https://www.nytimes.com/1972/05/01/archives/thieu-links-survival-to-outcome-of-drive.html,article,"SAIGON, South Vietnam, April 30 (UPI) — President Nguyen Van Thieu said to day in a May Day address to the nation that the out come of the enemy offensive would decide the country's “survival” and that Govern ment troops must fight on despite the costs.",Archives,,Archives,,['Vietnam']
U.S. General Says Situation at Quangtri Is ‘Tenuous’,1972-05-01,https://www.nytimes.com/1972/05/01/archives/u-s-general-says-situation-at-quangtri-is-tenuous.html,article,"HUE, South Vietnam, April 30—As South Vietnamese ma rines battled unsuccessfully to open the road to Quangtri, the northernmost town still in Gov ernment hands, an American general here painted a pessi mistic picture of the deteriorat ing northern front.",Archives,By Sydney H. Schanberg Special to The New York Times,Archives,,['Vietnam']
7 Nuns Arrested In Antiwar Protest Inside St. Patrick's,1972-05-01,https://www.nytimes.com/1972/05/01/archives/7-nuns-arrested-in-antiwar-protest-inside-st-patricks-7-nuns.html,article,"After receiving communion at the altar, 12 nuns—some wearing white sheets with the legend “One more person dead in Indochina”—lay down in the aisles of St. Patrick's Cathedral during the morning service yesterday.",Archives,By Emanuel Perlmutter,Archives,,['Vietnam']
Columbia and Protesters Meet and Trade Demands,1972-05-01,https://www.nytimes.com/1972/05/01/archives/columbia-and-protesters-meet-and-trade-demands-columbia-and.html,article,"Representatives of Columbia University and scores of dem onstrators barricaded in Hamil ton Hall met for 20 minutes last night, but accomplished no more than a formal exchange of demands.",Archives,By Robert D. McFadden,Archives,,['Vietnam']
