headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
AMERICANS ASSESS SAIGON WHITE PAPER,1968-10-01,https://www.nytimes.com/1968/10/01/archives/americans-assess-saigon-white-paper.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
Increase in Random Terrorism Puzzling U.S. Aides in Saigon,1968-10-01,https://www.nytimes.com/1968/10/01/archives/increase-in-random-terrorism-puzzling-us-aides-in-saigon.html,article,,Archives,By Gene Robertsspecial To the New York Times,Archives,,['Vietnam']
Transcript of Speech by the Vice President on Foreign Policy,1968-10-01,https://www.nytimes.com/1968/10/01/archives/transcript-of-speech-by-the-vice-president-on-foreign-policy.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"Nixon's Television Spots Emerging as Hard-Hitting, Humphrey's as Soft-Sell",1968-10-01,https://www.nytimes.com/1968/10/01/archives/nixons-television-spots-emerging-as-hardhitting-humphreys-as.html,article,,Archives,By Maurice Carroll,Archives,,['Vietnam']
HUMPHREY VOWS HALT IN BOMBING IF HANOI REACTS; A 'RISK FOR PEACE' Aides Hopeful Doves Will View Speech as Rift With Johnson Humphrey Gives Pledge on Bombing,1968-10-01,https://www.nytimes.com/1968/10/01/archives/humphrey-vows-halt-in-bombing-if-hanoi-reacts-a-risk-for-peace.html,article,,Archives,By R. W. Apple Jr.special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
Nixon Would Push For a Bigger Role By Saigon in War; NIXON BACKS RISE IN ROLE OF SAIGON,1968-10-01,https://www.nytimes.com/1968/10/01/archives/nixon-would-push-for-a-bigger-role-by-saigon-in-war-nixon-backs.html,article,,Archives,By E. W. Kenworthyspecial To the New York Times,Archives,,['Vietnam']
SHEA STADIUM BAN IS 'ODD' TO JUDGE; He Questions City's Barring of Wallace Political Rally,1968-10-01,https://www.nytimes.com/1968/10/01/archives/shea-stadium-ban-is-odd-to-judge-he-questions-citys-barring-of.html,article,,Archives,By Sydney H. Schanberg,Archives,,['Vietnam']
6 to Face Murder Charges For G.I.'s Riot in Prison,1968-10-01,https://www.nytimes.com/1968/10/01/archives/6-to-face-murder-charges-for-gis-riot-in-prison.html,article,,Archives,,Archives,,['Vietnam']
Wiggins Defends U.S. Vietnam Policy,1968-10-01,https://www.nytimes.com/1968/10/01/archives/wiggins-defends-us-vietnam-policy.html,article,,Archives,By John W. Finneyspecial To the New York Times,Archives,,['Vietnam']
Hanoi's Aides Said to Consider And Reject a Halt in Paris Talks,1968-10-01,https://www.nytimes.com/1968/10/01/archives/hanois-aides-said-to-consider-and-reject-a-halt-in-paris-talks.html,article,,Archives,By Hedrick Smithspecial To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
