headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Ky Attacks Those Who Urge Pullout Of Troops by U.S.,1968-05-01,https://www.nytimes.com/1968/05/01/archives/ky-attacks-those-who-urge-pullout-of-troops-by-us.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
BANGKOK MAGNET FOR VIETNAM G.I.'S; Over Half a Million Have Visited Thai Capital,1968-05-01,https://www.nytimes.com/1968/05/01/archives/bangkok-magnet-for-vietnam-gis-over-half-a-million-have-visited.html,article,,Archives,By Terence Smithspecial To the New York Times,Archives,,['Vietnam']
Foreign Affairs: Humphrey's Problem,1968-05-01,https://www.nytimes.com/1968/05/01/archives/foreign-affairs-humphreys-problem.html,article,,Archives,By C. L. Sulzberger,Archives,,['Vietnam']
Army Is Paying Premium Prices for Rush Order of M-16 Rifles,1968-05-01,https://www.nytimes.com/1968/05/01/archives/army-is-paying-premium-prices-for-rush-order-of-m16-rifles.html,article,,Archives,,Archives,,['Vietnam']
M'CARTHY DECRIES THE WAR'S IMPACT; Deplores Effect on 'Blight' and on Faith in Dollar,1968-05-01,https://www.nytimes.com/1968/05/01/archives/mcarthy-decries-the-wars-impact-deplores-effect-on-blight-and-on.html,article,,Archives,By E. W. Kenworthy,Archives,,['Vietnam']
"Lindsay Is Critical Of Columbia Sit-ins, But Backs Dissent; Mayor Scores Columbia Sit-Ins, But Backs the Right to Dissent",1968-05-01,https://www.nytimes.com/1968/05/01/archives/lindsay-is-critical-of-columbia-sitins-but-backs-dissent-mayor.html,article,,Archives,By Richard Reevesspecial To the New York Times,Archives,,['Vietnam']
"BALL SAYS TALKS WILL REQUIRE U.S. TO SHOW PATIENCE; Sense of Perspective Also Needed to Get Honorable Peace, He Asserts PATIENCE IN TALKS IS URGED BY BALL",1968-05-01,https://www.nytimes.com/1968/05/01/archives/ball-says-talks-will-require-us-to-show-patience-sense-of.html,article,,Archives,By Hedrick Smithspecial To the New York Times,Archives,,['Vietnam']
British Red Cross Aids Hanoi,1968-05-01,https://www.nytimes.com/1968/05/01/archives/british-red-cross-aids-hanoi.html,article,,Archives,,Archives,,['Vietnam']
4 SHARP BATTLES ERUPT NEAR DMZ; 320 of Foe Killed in 2 Days -- Allied Losses Are 31,1968-05-01,https://www.nytimes.com/1968/05/01/archives/4-sharp-battles-erupt-near-dmz-320-of-foe-killed-in-2-days-allied.html,article,,Archives,By Douglas Robinsonspecial To the New York Times,Archives,,['Vietnam']
"U.S. Mission Says Enemy Slaughtered 1,000 Hue Civilians; Foe Slaughtered 1,000 Civilians In Hue During Drive, U.S. Says",1968-05-01,https://www.nytimes.com/1968/05/01/archives/us-mission-says-enemy-slaughtered-1000-hue-civilians-foe.html,article,,Archives,By Bernard Weinraubspecial To the New York Times,Archives,,['Vietnam']
