headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
"In Washington, a Serious Vietnam 'Numbers Game'",1968-12-01,https://www.nytimes.com/1968/12/01/archives/in-washington-a-serious-vietnam-numbers-game.html,article,,Archives,-- HEDRICK SMITH,Archives,,['Vietnam']
RUDD VOICES HOPE OF CHANGING ARMY; Ex-Columbia Student Will Accept Induction,1968-12-01,https://www.nytimes.com/1968/12/01/archives/rudd-voices-hope-of-changing-army-excolumbia-student-will-accept.html,article,,Archives,By C. Gerald Fraser,Archives,,['Vietnam']
Young Socialist Unit Will Seek Members From High Schools,1968-12-01,https://www.nytimes.com/1968/12/01/archives/young-socialist-unit-will-seek-members-from-high-schools.html,article,,Archives,Special to The York Times,Archives,,['Vietnam']
G.I.'S KILL 70 OF FOE IN MEKONG DELTA; Infantrymen and Gunships Battle Enemy Near Caibe,1968-12-01,https://www.nytimes.com/1968/12/01/archives/gis-kill-70-of-foe-in-mekong-delta-infantrymen-and-gunships-battle.html,article,,Archives,By B. Drummond Ayres Jr,Archives,,"['Vietnam', 'Vietnam']"
SOUTH VIETNAMESE FREE 140 PRISONERS,1968-12-01,https://www.nytimes.com/1968/12/01/archives/south-vietnamese-free-140-prisoners.html,article,,Archives,,Archives,,['Vietnam']
ANTIWAR PARLEY REPAIRS A SPLIT; Widens Agenda in Montreal -- Black Panther Aided,1968-12-01,https://www.nytimes.com/1968/12/01/archives/antiwar-parley-repairs-a-split-widens-agenda-in-montreal-black.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
More Protests on Komer,1968-12-01,https://www.nytimes.com/1968/12/01/archives/more-protests-on-komer.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
"1,500 Killed in Month",1968-12-01,https://www.nytimes.com/1968/12/01/archives/1500-killed-in-month.html,article,,Archives,,Archives,,['Vietnam']
Rusk Fears New Isolationism; Sees a 'Great Debate' and Opportunity to Halt Trend,1968-12-01,https://www.nytimes.com/1968/12/01/archives/rusk-fears-new-isolationism-sees-a-great-debate-and-opportunity-to.html,article,,Archives,By Bernard Gwertzman,Archives,,['Vietnam']
Columns of Cambodian Peasants Smuggle Rice Into Vietnam,1968-12-01,https://www.nytimes.com/1968/12/01/archives/columns-of-cambodian-peasants-smuggle-rice-into-vietnam.html,article,,Archives,,Archives,,['Vietnam']
Saigon Goes to Paris,1968-12-01,https://www.nytimes.com/1968/12/01/archives/saigon-goes-to-paris.html,article,,Archives,,Archives,,['Vietnam']
New Vietcong Drive Regarded as a Pressure Move,1968-12-01,https://www.nytimes.com/1968/12/01/archives/new-vietcong-drive-regarded-as-a-pressure-move.html,article,,Archives,By Paul Hofmann,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Campus Protests Against Dow And the Military Found Waning,1968-12-01,https://www.nytimes.com/1968/12/01/archives/campus-protests-against-dow-and-the-military-found-waning.html,article,,Archives,,Archives,,['Vietnam']
"END-WAR PARLEY CHEERS PANTHER; Seale Gets Roaring Ovation From 2,000 in Canada",1968-12-02,https://www.nytimes.com/1968/12/02/archives/endwar-parley-cheers-panther-seale-gets-roaring-ovation-from-2000.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
PRINTING BARRED OVER OBSCENITIES; U.S. Aide Refused to Publish Chicago Violence Report,1968-12-02,https://www.nytimes.com/1968/12/02/archives/printing-barred-over-obscenities-us-aide-refused-to-publish-chicago.html,article,,Archives,By David R. Jones,Archives,,['Vietnam']
Marine Column Ambushed,1968-12-02,https://www.nytimes.com/1968/12/02/archives/marine-column-ambushed.html,article,,Archives,,Archives,,['Vietnam']
