headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Text of Thieu Statement on Martial Law,1968-02-01,https://www.nytimes.com/1968/02/01/archives/text-of-thieu-statement-on-martial-law.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Rabbis Score School Decentralization,1968-02-01,https://www.nytimes.com/1968/02/01/archives/rabbis-score-school-decentralization.html,article,,Archives,By Irving Spiegel,Archives,,['Vietnam']
2 Fly to Hanoi to Return 3 Pilots Due to Be Freed,1968-02-01,https://www.nytimes.com/1968/02/01/archives/2-fly-to-hanoi-to-return-3-pilots-due-to-be-freed.html,article,,Archives,,Archives,,['Vietnam']
EMBASSY ATTACK: A FIGHT TO DEATH; Marine Guard Declares He Knew 'We Were In for It',1968-02-01,https://www.nytimes.com/1968/02/01/archives/embassy-attack-a-fight-to-death-marine-guard-declares-he-knew-we-we.html,article,,Archives,,Archives,,['Vietnam']
"VILLAGE ENDURES NIGHT OF TERROR; Apba. Near Danang, Counts Its Dead After Battle Village Near Danang Endures a Night of Terror",1968-02-01,https://www.nytimes.com/1968/02/01/archives/village-endures-night-of-terror-apba-near-danang-counts-its-dead.html,article,,Archives,By Gene Roberts,Archives,,['Vietnam']
'Torpedoed' Truce Cited,1968-02-01,https://www.nytimes.com/1968/02/01/archives/torpedoed-truce-cited.html,article,,Archives,,Archives,,['Vietnam']
News Analysis; Public Opinion in U.S. and South Vietnam Is Viewed as Main Target of New Offensive by Vietcong,1968-02-01,https://www.nytimes.com/1968/02/01/archives/news-analysis-public-opinion-in-us-and-south-vietnam-is-viewed-as.html,article,,Archives,By Hanson W. Baldwin,Archives,,"['Vietnam', 'Vietnam']"
Enemy 'Revolutionary Council' Is Reported Formed in Saigon,1968-02-01,https://www.nytimes.com/1968/02/01/archives/enemy-revolutionary-council-is-reported-formed-in-saigon.html,article,,Archives,,Archives,,['Vietnam']
KOSYGIN ENDS TALKS WITH INDIAN LEADER,1968-02-01,https://www.nytimes.com/1968/02/01/archives/kosygin-ends-talks-with-indian-leader.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Bill for Vietnam Widows,1968-02-01,https://www.nytimes.com/1968/02/01/archives/bill-for-vietnam-widows.html,article,,Archives,,Archives,,['Vietnam']
VIETCONG PRESS GUERRILLA RAIDS; MARTIAL LAW DECLARED BY THIEU; HUE IS EMBATTLED Other Cities Besieged --Allies Bomb Foe in Cholon Area Vietcong Press Widespread Guerrilla Raids as Martial Law Is Declared by Thieu ENEMY CONTROLS SECTIONS OF HUE Offensive in Central Region Seems to Be Growing--Mines Explode in Saigon,1968-02-01,https://www.nytimes.com/1968/02/01/archives/vietcong-press-guerrilla-raids-martial-law-declared-by-thieu-hue-is.html,article,,Archives,By Charles Mohr,Archives,,"['Vietnam', 'Vietnam']"
