headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Hail and Farewell,1970-01-01,https://www.nytimes.com/1970/01/01/archives/hail-and-farewell.html,article,"It is hard to believe that popular prophets at the close of 1959 were hailing this now faded decade the “Golden, Sixties.” The label no doubt was another of those triumphs of hope over experience without which the human race might find it hard to keep going. But it had a certain plausibility, too. ",Archives,,Archives,,['Vietnam']
In The Nation: The Devil and Dean Rusk,1970-01-01,https://www.nytimes.com/1970/01/01/archives/in-the-nation-the-devil-and-dean-rusk.html,article,"WASHINGTON, Dec.31—The old year, going its unmourned way amid so many clamors and defeats, closed on at least one note of welcome generosity. After a year in intellectual and political exile, former Secretary of State Dean Rusk is, as he puts it, “going home” to Georgia as a member of that state's university faculty.",Archives,By Tom Wicker,Archives,,['Vietnam']
YIPPIE DENIES BID TO KIDNAP OFFICER,1970-01-01,https://www.nytimes.com/1970/01/01/archives/yippie-denies-bid-to-kidnap-officer-protests-line-of-questioning-at.html,article,"CHICAGO, Dec. 31—Despite vigorous protests by defense at torneys, Abbie Hoffman was questioned closely today about his alleged plan to “kidnap” a high‐ranking Chicago police of ficial. ",Archives,By J. Anthony Lukas Special to The New York Times,Archives,,['Vietnam']
THIEU VICTORIOUS AS HOUSE SCORES 3,1970-01-01,https://www.nytimes.com/1970/01/01/archives/thieu-victorious-as-house-scores-3-after-wild-debate-deputies-find.html,article,"SAIGON, South Vietnam, Dec. 31—After two days of boister ous debate, a narrow majority of the House of Representatives decided today that three of its members had engaged in pro Communist activities. ",Archives,By Terence Smith Special to The New York Times,Archives,,['Vietnam']
Press Institute Calls Criticism by Agnew Major Threat in '69,1970-01-01,https://www.nytimes.com/1970/01/01/archives/press-institute-calls-criticism-by-agnew-major-threat-in-69.html,article,"GENEVA, Dec. 31—Vice President Agnew's attacks on newspapers and television were 1969's “most serious threat to the freedom of information in the Western World,” the Inter national Press Institute said today. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Vietnam Casualties,1970-01-01,https://www.nytimes.com/1970/01/01/archives/vietnam-casualties.html,article,"WASHINGTON, Dec. 31 (AP) —The Pentagon today identi fied the following servicemen from the New York area as having been lied in Vietnam: ",Archives,,Archives,,[]
Questions on Songmy,1970-01-01,https://www.nytimes.com/1970/01/01/archives/questions-on-songmy-gis-are-seen-facing-moral-dilemmas-in-deciding.html,article,"WASHINGTON, Dec. 31 — Each soldier, as he arrives in Vietnam for a tour of duty, is handed a small white card that he is instructed to study and carry with him at all times.",Archives,By William Beecher Special to The New York Times,Archives,,['Vietnam']
U.S. Brigade Uses Unusual Methods to Stress Hamlet Security,1970-01-01,https://www.nytimes.com/1970/01/01/archives/us-brigade-uses-unusual-methods-to-stress-hamlet-security.html,article,"BONGSON, South Vietnam, Dec. 29—“I emphasize to my troops that we no longer are preoccupied with chasing and killing the Vietcong and North Vietnamese Army in unpopulat ed jungle and mountain areas. More important, body count is no longer the criteria for suc cess.” ",Archives,By James P. Sterba Special to The New York Times,Archives,,['Vietnam']
"Abrams Has Pneumonia, But Condition Is Improving",1970-01-01,https://www.nytimes.com/1970/01/01/archives/abrams-has-pneumonia-but-condition-is-improving.html,article,"SAIGON, South Vietnam, Dec. 31 (AP)—Gen. Creighton W. Abrams, the commander of United States forces in Viet nam, is suffering from pneu monia but is “making quite pro gressive improvement,” Army medical authorities said today. ",Archives,,Archives,,[]
Agnew Arrives in Vietnam for a One‐Day Visit,1970-01-01,https://www.nytimes.com/1970/01/01/archives/agnew-arrives-in-vietnam-for-a-oneday-visit.html,article,"SAIGON, South Vietnam, Thursday, Jan. 1 — Vice Presi dent Agnew flew to Saigon un anounced this morning for a one‐day visit to the nation whose lengthy war stimulated the Nixon doctrine of Asian self‐reliance. ",Archives,By James M. Naughton Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
30 Major Clashes Mar Vietnam Truce,1970-01-01,https://www.nytimes.com/1970/01/01/archives/30-major-clashes-mar-vietnam-truce.html,article,"SAIGON, South Vietnam, Thursday, Jan. 1—A proclaimed 24‐hour allied cease‐fire for New Year's was, shattered last night by 30 significant viola tions that the United States command said claimed the lives of five American soldiers and 40 of the enemy. ",Archives,By Ralph Blumenthal Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
