headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Soviet‐Hanoi Trade to Rise,1970-03-01,https://www.nytimes.com/1970/03/01/archives/soviethanoi-trade-to-rise.html,article,"HONG KONG, Feb. 28 (Reuters)—The North Vietnam ese have signed an agreement with the Russians increasing their exchange of goods by 30 per cent this year, the North Vietnamese press agency said today. North Vietnam will ex port ready‐made clothes and other consumer goods in ex change for fuel, textiles and other comomdities, the report said.",Archives,,Archives,,[]
LINDSAY SCORES MIDEAST POLICY,1970-03-01,https://www.nytimes.com/1970/03/01/archives/lindsay-scores-mideast-policy-warns-that-us-neutrality-would-not.html,article,"MIAMI BEACH, Feb. 28 — Mayor Lindsay sharply criticized tonight the Administration's policy in the Middle East, warn ing that to assume the role of a “benevolent neutral” would be tantamount to an “abdica— tion of our moral responsi bility.”",Archives,By Irvng Spiegel;Special to The New York Times,Archives,,['Vietnam']
"Marine ‘Just for Laughs,’ Canadian Returns a Hero",1970-03-01,https://www.nytimes.com/1970/03/01/archives/marine-just-for-laughs-canadian-returns-a-hero.html,article,"CAMP PENDLETON; Calif. Feb. 28 (AP)—Cpl. Robert Dalton a young‐Canailian Who says he Joined the United States Marine Corps “just for laughs,” is going home a hero, the holder of the Nayy Cross.",Archives,,Archives,,['Vietnam']
Cambodia Frees 5 U.S. Sailors Who Crossed Border,1970-03-01,https://www.nytimes.com/1970/03/01/archives/cambodia-frees-5-us-sailors-who-crossed-border.html,article,"SAIGON, South Vietnam, Feb. 28 (UPI)—Cambodia re leased today the five United States Navy men who “were captured Feb. 5 when an American gunboat sailed up the Mekong. River into Cam bodian territory, apparently by mistake.",Archives,,Archives,,['Vietnam']
FOE SHOOTS DOWN 3 COPTERS IN DAY,1970-03-01,https://www.nytimes.com/1970/03/01/archives/foe-shoots-down-3-copters-in-day-us-command-puts-toll-at-7-dead-and.html,article,"SAIGON, South Vietnam, Feb. 28 (AP) — The United States Command reported to day that three Army helicopters had been lost to enemy gunners in a single clav's action.",Archives,,Archives,,['Vietnam']
Laos 1: New Round In a Pocket War,1970-03-01,https://www.nytimes.com/1970/03/01/archives/laos-1-new-round-in-a-pocket-war.html,article,"VIENTIANE, Laos — Last September the Government forces in this divided country scored an unexpected and spec tacular military success They drove the North Vietnamese in vaders and their feeble local client, the Pathet Lao, from the Plaine des Jarres, a strategic re gion in the mountainous north that lad‐beetrtheld by the Com inunists since 1964.",Archives,,Archives,,[]
Letters,1970-03-01,https://www.nytimes.com/1970/03/01/archives/letters.html,article,IN VIETNAM: THE FRONT VS. THE REAR,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Arbitrariness in Saigon,1970-03-01,https://www.nytimes.com/1970/03/01/archives/arbitrariness-in-saigon.html,article,The Saigon Government has taken a tardy first step toward reversing a dangerously arbitrary action with its decision to order a new trial for a neutralist legis lator summarily convicted by a military court last week on charges of pro‐Communist activity and then roughly seized in his sanctuary in the National Assem bly. But it remains highly doubtful whether opposition leader Tran Ngoc Chau should ever have been brought to trial in the first‐place.,Archives,,Archives,,['Vietnam']
Cyrus Eaton Says Hanoi May Soon Name Prisoners,1970-03-01,https://www.nytimes.com/1970/03/01/archives/cyrus-eaton-says-hanoi-may-soon-name-prisoners.html,article,"Cyrus S. Eaton, the Cleveland industrialist, said yesterday that he was confident the North Vietnamese would soon release a list of United States prison ers and would allow the cap tives to write their families.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Letters to the Editor of The Times,1970-03-01,https://www.nytimes.com/1970/03/01/archives/letters-to-the-editor-of-the-times.html,article,Communication Policy,Archives,,Archives,,['Vietnam']
"CHICAGO 7 FREED ON $155,000 BAIL",1970-03-01,https://www.nytimes.com/1970/03/01/archives/chicago-7-freed-on-155000-bail-us-court-of-appeals-acts-defendants.html,article,"CHICAGO, Feb. 28—The seven defendants in the Chicago con spiracy trial were released from jail,today in a‘total of $155,000 bondAbout five hours after the United States Court of Appeals For the Seventh Circuit granted hero half the severimenwalked put of Chicago Federal Build Mg into a shonting crowd of supporters and newsmen.",Archives,By J. Anthony Lukas;Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Sihanouk Guides Affairs in Cambodia With Special Regard for the Chinese,1970-03-01,https://www.nytimes.com/1970/03/01/archives/sihanouk-guides-affairs-in-cambodia-with-special-regard-for-the.html,article,"PNOMPENH, Cambodia, Feb. 22—Prince Norodom Sihanouk, the Chief of State and absolute ruler of Cambodia, has told vis itors that if his country ever had become Communist it should be the Chinese who do the job, not the Vietnamese.",Archives,By Henry Kamm;Special to The New York Times,Archives,,[]
Lieutenant Weds Sarah Ashton Nuese,1970-03-01,https://www.nytimes.com/1970/03/01/archives/lieutenant-weds-sarah-ashton-nuese.html,article,"LITCHFIELD, Conn., Feb. 28—St. Michael's Episcopal Church was the setting here today for the marriage of Miss Sarah Ashton Nuese, daughter of Mr. and Mrs. Robert Edwin Nuese, to Lieut. Landon Ketchum Thorne 3d, U.S.M.C.R., a Vietnam veteran, who is sta tioned at Parris Island, S. C. He is the son of Mr. Thorne Jr. of New York and Boca Grande, Fla., and Mrs. Alice Barry Thorne of Rome.",Archives,,Archives,,[]
