headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Hanoi Seems to Softeri Terms on a Vote,1970-12-01,https://www.nytimes.com/1970/12/01/archives/hanoi-seems-to-soften-terms-on-a-vote.html,article,"PARIS, Nov. 30 — North Vietnam indicated tonight that it might not oppose internation al supervision of elections in South Vietnam if they were held under a coalition govern merit — a government that the Communists are trying to pro mote in place of the present one in Saigon. ",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
The Pentagon Folks,1970-12-01,https://www.nytimes.com/1970/12/01/archives/the-pentagon-folks-observer.html,article,"WASHINGTON, Nov. 30—People not lucky enough to have Pentagon folks living in their neighborhoods were probably puzzled last week when Secretary Laird called the bombing of North Vietnam a protective re action. Didn't our planes bomb the bejeebers out of North Vietnam? they probably asked. Isn't bombing the bejeebers out of somebody a bombing? ",Archives,By Russell Baker,Archives,,['Vietnam']
SENATE APPROVES $2.2 BILLION IN AID,1970-12-01,https://www.nytimes.com/1970/12/01/archives/senate-approves-22-billion-in-aid-measure-passed-44-to-31-goes-to.html,article,WASHINGTON. Nov. 30— The Senate voted 44 to 31 to day to approve a $2.2‐billion appropriation for economic and military foreign aid in the cur rent fiscal year. ,Archives,By Felix Belair Jr.; Special to The New York Times,Archives,,['Vietnam']
Ex‐Spy Says Army Furnished Liquor for Role as a Protester,1970-12-01,https://www.nytimes.com/1970/12/01/archives/exspy-says-army-furnished-liquor-for-role-as-a-protester.html,article,"A former Army intelligence officer says the Army gave him an expense account, provided him with liquor and offered to supply him with marijuana if it were necessary while he was assigned to infiltrate antiwar groups. ",Archives,,Archives,,['Vietnam']
Letters to the Editor,1970-12-01,https://www.nytimes.com/1970/12/01/archives/letters-to-the-editor.html,article,No Solution in Federal Aid,Archives,,Archives,,['Vietnam']
‘Bernardine Dohrn’ Letter Pledges Wave of Attacks,1970-12-01,https://www.nytimes.com/1970/12/01/archives/bernardine-dohrn-letter-pledges-wave-of-attacks.html,article,"SAN FRANCISCO, Nov. 30 (AP)—A letter signed with the name of Bernardine Dohrn, a Weatherman leader on the Fed eral Bureau of Investigation's “most wanted” list, threatened today a wave of attacks on po lice and Federal installations. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
"Vietcong Plan Truce at Christmas, New Year and Tet",1970-12-01,https://www.nytimes.com/1970/12/01/archives/vietcong-plan-truce-at-christmas-new-year-and-tet.html,article,"SAIGON, South Vietnam, Nov. 30 (Reuters) — The Vietcong said today that they would cease fighting for three days both at Christmas and New Year and for four days at Tet, the lunar new year. ",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
U.S. Said to Offer A New Justification For Raids in North,1970-12-01,https://www.nytimes.com/1970/12/01/archives/us-said-to-offer-a-new-justification-for-raids-in-north-us-said-to.html,article,"WASHINGTON, Nov. 30— High Administration officials privately acknowledge that the United States is establishing and reinforcing a new rationale for American air strikes against North Vietnam. ",Archives,By Hedrick Smith; Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
PLEA TO PROTECT PRISONERS OF WAR IS ADOPTED IN U.N.,1970-12-02,https://www.nytimes.com/1970/12/02/archives/plea-to-protect-prisoners-of-war-is-adopted-in-un-us-resolution.html,article,"UNITED NATIONS, N. Y., Dec. 1—A United States pro posal aimed at getting protec tion for American war prison. ers in Vietnam was approved today by a committee of the General Assembly. ",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Cambodians Open Drive 20 Miles From Pnompenh and Retake Ferry Crossing,1970-12-02,https://www.nytimes.com/1970/12/02/archives/cambodians-open-drive-20-miles-from-pnompenh-and-retake-ferry.html,article,"PNOMPENH. Cambodia, Dec. 1 (AP)—A military spokesman said Cambodian troops opened a drive today 20 miles north of Pnompenh and pushed enemy forces from positions they seized two days ago. ",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
