headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
U.S. PULLOUT FAILS TO STIR ASIAN REDS,1970-07-01,https://www.nytimes.com/1970/07/01/archives/us-pullout-fails-to-stir-asian-reds.html,article,"HONG KONG, June 30—The withdrawal of United States troops from Cambodia prompted no immediate plaudits from the Communist countries in Asia.",Archives,,Archives,,"['Vietnam', 'Vietnam']"
"Wilkins, at N.A.A.C.P. Convention, Calls on Negroes to Reject Racial Separatism",1970-07-01,https://www.nytimes.com/1970/07/01/archives/wilkins-at-naacp-convention-calls-on-negroes-to-reject-racial.html,article,"CINCINNATI, June 30—Roy Wilkins urged Negroes today to reject again those ideas being put forth that advocate a separation of the races.",Archives,By Earl Caldwell Special to The New York Times,Archives,,['Vietnam']
Fruits of Cambodia,1970-07-01,https://www.nytimes.com/1970/07/01/archives/fruits-of-cambodia.html,article,The most important result of the American “incursion” into Cambodia which ended yesterday is not the dubious military achievement claimed by the President in his lengthy report from San Clemente but the political reaction on Capitol Hill as reflected in Senate passage of the Cooper‐Church amendment.,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Assembly in Laos Votes Its Confidence in Premier,1970-07-01,https://www.nytimes.com/1970/07/01/archives/assembly-in-laos-votes-its-confidence-in-premier.html,article,"VIENTIANE, Laos, June 30 (AP)—The National Assembly gave an informal vote of confidence today to the Premier, Prince Souvanna Phouma. The vote followed reports of increasing rightist pressure because of recent North Vietnamese advances in southern Laos.",Archives,,Archives,,[]
LONG DEBATE ENDS,1970-07-01,https://www.nytimes.com/1970/07/01/archives/long-debate-ends.html,article,,Archives,By John W. Finney Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
LAST U. S. TROOPS LEAVE CAMBODIA,1970-07-01,https://www.nytimes.com/1970/07/01/archives/last-us-troops-leave-cambodia-34000-south-vietnamese-stay-most-near.html,article,"SAIGON, South Vietnam, June 30—The last American advisers and support troops withdrew from Cambodia today, 63 days after major allied operations began against North Vietnamese and Vietcong sanctuaries.",Archives,By James P. Sterba Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Senate Roll‐Call on Cambodia Curb,1970-07-01,https://www.nytimes.com/1970/07/01/archives/senate-rollcall-on-cambodia-curb.html,article,,Archives,,Archives,,['Vietnam']
Draft Moratorium Request By Bayonne Mayor Denied,1970-07-01,https://www.nytimes.com/1970/07/01/archives/draft-moratorium-request-by-bayonne-mayor-denied.html,article,"BAYONNE, N. J., June 30—There will be no moratOrium on the drafting of men from this city into the armed forces.",Archives,,Archives,,['Vietnam']
Main Stress of the Report Is on Credibility,1970-07-01,https://www.nytimes.com/1970/07/01/archives/main-stress-of-the-report-is-on-credibility.html,article,"WASHINGTON, June 30—The main point of President Nixon's final report on the Cambodian operation today was that he has proved himself a man of his word who ought now to be trusted by his people at home and taken seriously by his adversaries abroad.",Archives,By Max Frankel Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Text of the President's Report Upon Completion of the U.S. Operation in Cambodia,1970-07-01,https://www.nytimes.com/1970/07/01/archives/text-of-the-presidents-report-upon-completion-of-the-us-operation.html,article,"SAN CLEMENTE, Calif., June 30 (UPI)—Following is the text of President Nixon's report on the newly completed American military operation in Cambodia, made public today at the Western White House:",Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"Truck Convoy, U.S. Gift, Is Driven Into Cambodia",1970-07-01,https://www.nytimes.com/1970/07/01/archives/truck-convoy-us-gift-is-driven-into-cambodia.html,article,"PNOMPENH, Cambodia, June 30—Forty American trucks were driven today from South Vietnam to Cambodia—the most publicized gift of United States aid to Cambodia so far. The trucks carried about 1,000 Vietnamese soldiers of Cambodian descent as well as supplies.",Archives,By Ralph Blumenthal Special to The New York Times,Archives,,['Vietnam']
