headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Letters to the Editor of The Times,1970-02-01,https://www.nytimes.com/1970/02/01/archives/letters-to-the-editor-of-the-times.html,article,"Senator George S. McGov ern's proposal to give all Amer ican parents allowances of $50 to $65 a month for each child in this country at a cost of $10 to $35 billion a year in or der to eliminate poverty may be good politics but very poor arithmetic. There are over seventy million children in the U.S. below the age of eighteen, so that even taking the lowest McGovern figure, the scheme would cost over $40 billion a year. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Inadmissible Witness,1970-02-01,https://www.nytimes.com/1970/02/01/archives/inadmissible-witness.html,article,"The refusal of Federal Judge Julius J. Hoffman to let Ramsey Clark, the former United States Attorney Gen eral, testify before the jury in the trial of the “Chicago Seven” constitutes the ultimate outrage in a trial that has become the shame of American justice. Mr. Clark was kept out of the witness stand after an Assistant United States Attorney held that “nothing he could say would possibly be admissible.” ",Archives,,Archives,,['Vietnam']
MASS EVACUATION PLANNED IN LAOS,1970-02-01,https://www.nytimes.com/1970/02/01/archives/mass-evacuation-planned-in-laos-us-prepares-to-act-if-foe-attacks.html,article,"VIENTIANE, Laos, Jan. 31— The United States is planning an evacuation of thousands of civilians in the Plaine des Jarres next week in the expectation of a counteroffensive by Commu nist forces.",Archives,By Henry Kamm Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Paris Peace Opening,1970-02-01,https://www.nytimes.com/1970/02/01/archives/paris-peace-opening.html,article,"A high Pentagon official of the Johnson and early Nixon Administrations, who worked on the secret Paris negotiations on Vietnam, believes the North Vietnamese may now be trying to tell the United States how to break the deadlock in the peace talks. ",Archives,,Archives,,['Vietnam']
HIGH COSTS RANK 2D IN ISSUES POLL,1970-02-01,https://www.nytimes.com/1970/02/01/archives/high-costs-rank-2d-in-issues-poll-gallup-study-finds-inflation.html,article,"PRINCETON, N.J., Jan. 31— In the year since President Nixon took office, the high cost of living has risen from fourth to second place among the most important problems facing the American people, accord ing to the Gallup Poll. ",Archives,,Archives,,['Vietnam']
Panel Proposes Widening of Foreign Policy Process,1970-02-01,https://www.nytimes.com/1970/02/01/archives/panel-proposes-widening-of-foreign-policy-process.html,article,"WASHINGTON, Jan. 31—A panel of prominent citizens headed by former Justice Arthur J. Goldberg proposed a five‐ point program today to improve the manner in which the Presi dent, Congress and concerned citizens take part in making foreign policy in the years after the Vietnam war.",Archives,By Richard Halloran Special to The New York Times,Archives,,['Vietnam']
Bomb on Saigon Plane,1970-02-01,https://www.nytimes.com/1970/02/01/archives/bomb-on-saigon-plane.html,article,"SAIGON, South Vietnam, Jan. 31 (AP)—A grenade devised as a time bomb was discovered in the washroom of an Air Viet nam jet today. There were 86 passengers and a crew of seven aboard the Boeing F2‐F, which had flown from Danang to Saigon. As the plane was taxiing toward the airport ter minal a stewardess noticed smoke, opened the door of a restroom and found a package.",Archives,,Archives,,[]
4 DIE AS U.S. COPTER IS DOWNED NEAR HUE,1970-02-01,https://www.nytimes.com/1970/02/01/archives/4-die-as-us-copter-is-downed-near-hue.html,article,"SAIGON, South Vietnam, Sunday, Feb. 1 (UPI)—The United States command said to day that enemy forces shot down a United States Army helicopter and attacked two American military bases north of Saigon yesterday and early oday. ",Archives,,Archives,,['Vietnam']
"Some Vietnam Slayings by Korean Troops Cited, but Accounts Are Clouded",1970-02-01,https://www.nytimes.com/1970/02/01/archives/some-vietnam-slayings-by-korean-troops-cited-but-accounts-are.html,article,"HOLAN, South Vietnam, Jan. 29 — Enraged after two mine explosions killed six South Ko rean marines and wounded a Korean and three Americans, South Korean troops stormed into a village near Danang last spring, allied officials say, and killed three South Vietnamese civilians, including two women in their beds.",Archives,BY Ralph Blumenthal Special to The New York Times,Archives,,['Vietnam']
DEMOCRATS SCORE GOODELL'S RECORD,1970-02-01,https://www.nytimes.com/1970/02/01/archives/democrats-score-goodells-record-coalition-cites-late-swing-to.html,article,"ALBANY, Jan. 31 — Sharp criticism of Senator Charles E. Goodell's voting record and his “late conversion” to the anti war movement were empha sized by a panel of Democratic senatorial aspirants today as the key to defeating him in November.",Archives,By Francis X. Clines Special to The New York Times,Archives,,['Vietnam']
