headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
NIXON SENDS COMBAT FORCES TO CAMBODIA TO DRIVE COMMUNISTS FROM STAGING ZONE,1970-05-01,https://www.nytimes.com/1970/05/01/archives/nixon-sends-combat-forces-to-cambodia-not-an-invasion-president.html,article,"WASHINGTON, April 30—In a sharp departure from the pre vious conduct of war in South east Asia, President Nixon an nounced tonight that he was sending United States combat troops into Cambodia for the first time. ",Archives,By Robert B. Semple Jr. Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"Saigon Official, in Paris, Terms Attack Defensive",1970-05-01,https://www.nytimes.com/1970/05/01/archives/saigon-official-in-paris-terms-attack-defensive.html,article,"PARIS, April 30—The Saigon delegation at the Vietnam peace conference here declared today that North Vietnamese and Vietcong forces were in troducing large quantities of arms and reinforcements into the Cambodian frontier area in preparation for a new offen sive.",Archives,By Henry Giniger Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
G.I.'s and Bombers Begin Drive on Foe's Sanctuary,1970-05-01,https://www.nytimes.com/1970/05/01/archives/gis-and-bombers-begin-drive-on-foes-sanctuary-gis-and-bombers-open.html,article,"SAIGON, South Vietnam, Fri day, May 1—The United States sent troops and B‐52 bombers inside Cambodia early today in the first strike of an attempt to crush the sanctuary there of the North Vietnamese and Viet cong forces. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
Key Congressmen Briefed; Reaction Called Favorable,1970-05-01,https://www.nytimes.com/1970/05/01/archives/key-congressmen-briefed-reaction-called-favorable-key-congressmen.html,article,"WASHINGTON, April 30 — President Nixon was reported tonight to have received a gen erally favorable reaction from Congressional leaders to his de cision to send American ground combat troops into Cambodia to destroy Communist sanctu aries in that country. ",Archives,By John W. Finney Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
Students at American U. Vote to Call Strike Today,1970-05-01,https://www.nytimes.com/1970/05/01/archives/students-at-american-u-vote-to-call-strike-today.html,article,"WASHINGTON, April 30 Students at American Univer sity here are planning to go on a one‐day strike tomorrow pro testing the Administration's ac tions on Cambodia, the trial of Black Panthers in New Haven, an a recent speech by Vice President Agnew. ",Archives,,Archives,,['Vietnam']
HOUSE BARS MOVE TO REDUCE FUNDS FOR ABM SYSTEM,1970-05-01,https://www.nytimes.com/1970/05/01/archives/house-bars-move-to-reduce-funds-for-abm-system-rejects13185.html,article,"WASHINGTON, April 30—In sometimes emotional debate, the House rejected today ef forts to cut funds for the Safe guard antimissile system. ",Archives,By Robert M. Smith Special to The New York Times,Archives,,"['Vietnam', 'Vietnam']"
NEW CLASH ERUPTS AT OHIO STATE U.,1970-05-01,https://www.nytimes.com/1970/05/01/archives/new-clash-erupts-at-ohio-state-u-100-seized-13-wounded-and-73-hurt.html,article,"COLUMBUS, Ohio, April 30 — National Guardsmen and po lice repeatedly scattered crowds of students on the cam pus of Ohio State University to day, firing hundreds of rounds of tear gas and pepper gas, and discharging shotguns at the youths.",Archives,By Jerry M. Flint Special to The New York Times,Archives,,['Vietnam']
Transcript of President's Address to the Nation on Military Action in Cambodia,1970-05-01,https://www.nytimes.com/1970/05/01/archives/transcript-of-presidents-address-to-the-nation-on-military-action.html,article,Following is a transcript of President Nixon's televised address last night as recorded by The New York Times:,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
White House Says 80% Of Callers Back Nixon,1970-05-01,https://www.nytimes.com/1970/05/01/archives/white-house-says-80-of-callers-back-nixon.html,article,"WASHINGTON, April 30— The White House Press Sec retary, Ronald L. Ziegler, said tonight that the telephone response to the President's address on Cambodia seemed to be running 6 to 1 in the President's favor. ",Archives,,Archives,,"['Vietnam', 'Vietnam']"
CHOU PLAYED ROLE IN LEFTIST PARLEY,1970-05-01,https://www.nytimes.com/1970/05/01/archives/chou-played-role-in-leftist-parley-chinese-provided-facilities-for.html,article,"HONG KONG, April 30 — A major role for Communist China in last weekend's conference of Cambodian, Laotian and Viet inamese Communist and pro Communist leaders was dis closed In official reports reach ing here today from Peking and Hanoi. ",Archives,By Tillman Durdin Special to The New York Times,Archives,,['Vietnam']
