headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
"Foe Attacks U.S. Marines Near Conthien, Killing 15; Foe Attacks U.S. Marines Near Conthien, Killing 15 Assault on Budop Repelled Rebuffed at Headquarters Scene of Earlier Battles 31 Bodies Found New Enemy Tactics",1967-12-01,https://www.nytimes.com/1967/12/01/archives/foe-attacks-us-marines-near-conthien-killing-15-foe-attacks-us.html,article,,Archives,Special to The New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
MALARIA IS TERMED MAJOR WAR FACTOR,1967-12-01,https://www.nytimes.com/1967/12/01/archives/malaria-is-termed-major-war-factor.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Hanoi Sees Johnson Setback,1967-12-01,https://www.nytimes.com/1967/12/01/archives/hanoi-sees-johnson-setback.html,article,,Archives,,Archives,,['Vietnam']
The McNamara Fadeout: Presidential Power in Action.; His Release Depicts How Wish Is Law in White House,1967-12-01,https://www.nytimes.com/1967/12/01/archives/the-mcnamara-fadeout-presidential-power-in-action-his-release.html,article,,Archives,By Max Frankel Special To the New York Times,Archives,,['Vietnam']
Senate Bids Johnson Seek Action in U.N. to End War; Passes by 82 to 0 a Mansfield Resolution to Get Help From the Security Council  Administration Aides Concerned SENATE PROPOSES JOHNSON U.N. BID No Formal Move,1967-12-01,https://www.nytimes.com/1967/12/01/archives/senate-bids-johnson-seek-action-in-un-to-end-war-passes-by-82-to-0.html,article,,Archives,By John W. Finney Special To the New York Times,Archives,,['Vietnam']
WISCONSIN U. EXPELS 3 IN A WAR PROTEST,1967-12-01,https://www.nytimes.com/1967/12/01/archives/wisconsin-u-expels-3-in-a-war-protest.html,article,,Archives,,Archives,,['Vietnam']
McCarthy Statement on Entering the 1968 Primaries; Intention to Escalate Areas of Responsibility Sees No Great Threat,1967-12-01,https://www.nytimes.com/1967/12/01/archives/mccarthy-statement-on-entering-the-1968-primaries-intention-to.html,article,,Archives,,Archives,,['Vietnam']
Fire at Vietnam Depot,1967-12-01,https://www.nytimes.com/1967/12/01/archives/fire-at-vietnam-depot.html,article,,Archives,,Archives,,['Vietnam']
Japanese Enters 33d Day Of Fast for Vietnam Peace,1967-12-01,https://www.nytimes.com/1967/12/01/archives/japanese-enters-33d-day-of-fast-for-vietnam-peace.html,article,,Archives,,Archives,,['Vietnam']
U.S. Soldier Asks Asylum in Sweden,1967-12-01,https://www.nytimes.com/1967/12/01/archives/us-soldier-asks-asylum-in-sweden.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
American Woman Doctor Treats Mental Patients in Saigon; Most Pay Nothing,1967-12-01,https://www.nytimes.com/1967/12/01/archives/american-woman-doctor-treats-mental-patients-in-saigon-most-pay.html,article,,Archives,By Bernard Weinraub Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
"M'CARTHY TO FIGHT JOHNSON POLICIES IN 5 OR 6 PRIMARIES; Will Oppose Role in Vietnam in an Attempt to Prevent President's Nomination SEEKS WAR SETTLEMENT Senator Backs a Negotiated Peace Suggests He Would Accept Race by Kennedy Crowded Conference M'CARTHY TO FIGHT JOHNSON POLICIES Tanned, Trim Figure Dates and Prospects Others Are Listed",1967-12-01,https://www.nytimes.com/1967/12/01/archives/mcarthy-to-fight-johnson-policies-in-5-or-6-primaries-will-oppose.html,article,,Archives,By Warren Weaver Jr. Special To the New York Times,Archives,,['Vietnam']
Harriman Back After Talks With Leaders of 5 Nations,1967-12-01,https://www.nytimes.com/1967/12/01/archives/harriman-back-after-talks-with-leaders-of-5-nations.html,article,,Archives,,Archives,,['Vietnam']
GEN. WHEELER SEES NO CHANGE ON WAR,1967-12-01,https://www.nytimes.com/1967/12/01/archives/gen-wheeler-sees-no-change-on-war.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
TALK OF OUSTING M'NAMARA DENIED; White House and Bank Chief Rebut Capital Speculation Question on Fatigue Woods's Candidate,1967-12-01,https://www.nytimes.com/1967/12/01/archives/talk-of-ousting-mnamara-denied-white-house-and-bank-chief-rebut.html,article,,Archives,By Edwin L. Dale Jr. Special To the New York Times,Archives,,['Vietnam']
G.I.'s in Vietnam Battle A New Enemy Tigers,1967-12-01,https://www.nytimes.com/1967/12/01/archives/gis-in-vietnam-battle-a-new-enemy-tigers.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
"FOE'S USE OF TRAIL IN LAOS GROWING; Ho Chi Minh Route Is Said to Carry More Supplies 10,000 Workers Reported Charges Are Denied",1967-12-01,https://www.nytimes.com/1967/12/01/archives/foes-use-of-trail-in-laos-growing-ho-chi-minh-route-is-said-to.html,article,,Archives,Special to The New York Times,Archives,,['Vietnam']
Pacification Brings New Hope to Village in Delta; Nobody Is Hungry Population of Hamlets Bridges Link Hamlets,1967-12-01,https://www.nytimes.com/1967/12/01/archives/pacification-brings-new-hope-to-village-in-delta-nobody-is-hungry.html,article,,Archives,By Hanson W. Baldwin Special To the New York Times,Archives,,['Vietnam']
"Profile of 4 Navy Deserters: Men Without Compelling Goals, With Dissatisfactions Focused by War; Lack of Compelling Goals Bailing's Feelings Went to Psychiatrist",1967-12-01,https://www.nytimes.com/1967/12/01/archives/profile-of-4-navy-deserters-men-without-compelling-goals-with.html,article,,Archives,By Barnard L. Collier,Archives,,['Vietnam']
The McCarthy Challenge,1967-12-01,https://www.nytimes.com/1967/12/01/archives/the-mccarthy-challenge.html,article,,Archives,,Archives,,['Vietnam']
Israel Asserts Egyptian Antiaircraft Guns Downed Patrol Plane,1967-12-02,https://www.nytimes.com/1967/12/02/archives/israel-asserts-egyptian-antiaircraft-guns-downed-patrol-plane.html,article,,Archives,By Terence Smith Special To the New York Times,Archives,,['Vietnam']
"KOMER DEFENDS DATA ON HAMLETS; Explains Basis for Reports of Gains in Pacification Six Categories Established Some Areas Disputed Vietcong Control 4,000",1967-12-02,https://www.nytimes.com/1967/12/02/archives/komer-defends-data-on-hamlets-explains-basis-for-reports-of-gains.html,article,,Archives,By Tom Buckley Special To the New York Timesthe New York Times,Archives,,['Vietnam']
CONNALLY SCORES RACE BY M'CARTHY; Terms Him 'Stalking-Horse' for Kennedy Candidacy Action Deplored Arrives in Paris Morse Neutral,1967-12-02,https://www.nytimes.com/1967/12/02/archives/connally-scores-race-by-mcarthy-terms-him-stalkinghorse-for-kennedy.html,article,,Archives,By Will Lissner,Archives,,['Vietnam']
Russell 'Tribunal' Finds U.S. Guilty of War Crimes,1967-12-02,https://www.nytimes.com/1967/12/02/archives/russell-tribunal-finds-us-guilty-of-war-crimes.html,article,,Archives,Associated Press Cablephoto,Archives,,['Vietnam']
Japan Red Cross Aids Hanoi,1967-12-02,https://www.nytimes.com/1967/12/02/archives/japan-red-cross-aids-hanoi.html,article,,Archives,,Archives,,['Vietnam']
A VIETCONG ENVOY REPORTED SEIZED; Agent Arrested by Saigon Police Is Said to Have Sought to See Bunker A VIETCONG ENVOY REPORTED SEIZED Won't Deny Meeting Plan Loan Tells of Pressure,1967-12-02,https://www.nytimes.com/1967/12/02/archives/a-vietcong-envoy-reported-seized-agent-arrested-by-saigon-police-is.html,article,,Archives,By R. W. Apple Jr. Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
