headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Praise for China and Soviet,1967-09-01,https://www.nytimes.com/1967/09/01/archives/praise-for-china-and-soviet.html,article,,Archives,,Archives,,['Vietnam']
Saigon Peace Candidate Sees 'Duty' to End War; But Dzu Is Given Little Chance of Winning the Presidency of South Vietnam Sunday,1967-09-01,https://www.nytimes.com/1967/09/01/archives/saigon-peace-candidate-sees-duty-to-end-war-but-dzu-is-given-little.html,article,,Archives,By Bernard Weinraub Special To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
"RADICALS CONVENE TO PLAN '68 DRIVE; 2,000 at Chicago Parley Hope to Insure Johnson Defeat",1967-09-01,https://www.nytimes.com/1967/09/01/archives/radicals-convene-to-plan-68-drive-2000-at-chicago-parley-hope-to.html,article,,Archives,By Warren Weaver Jr. Special To the New York Times,Archives,,['Vietnam']
"Mortar Fire at Base Kills 4 Marines, Wounds 41; Third Division Headquarters Near Buffer Zone Pounded U.S. Planes Blast Oil Dumps Near North Vietnam Coast",1967-09-01,https://www.nytimes.com/1967/09/01/archives/mortar-fire-at-base-kills-4-marines-wounds-41-third-division.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Legion Urges U.S. Retaliation Against de Gaulle; Opposition Is Also Voiced to More East-West Trade   New Commander Elected,1967-09-01,https://www.nytimes.com/1967/09/01/archives/legion-urges-us-retaliation-against-de-gaulle-opposition-is-also.html,article,,Archives,,Archives,,['Vietnam']
Hanoi Premier Insists Raids Halt Before Talks; Demands Unconditional Stop to Bombing in North Says U.S. Has No Right to Ask for Reciprocity,1967-09-01,https://www.nytimes.com/1967/09/01/archives/hanoi-premier-insists-raids-halt-before-talks-demands-unconditional.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Army Chief Is Optimistic,1967-09-01,https://www.nytimes.com/1967/09/01/archives/army-chief-is-optimistic.html,article,,Archives,,Archives,,['Vietnam']
Johnson's Observers in Vietnam Fan Out to Inspect the Election; U.S. VOTING STUDY BEGUN IN VIETNAM,1967-09-01,https://www.nytimes.com/1967/09/01/archives/johnsons-observers-in-vietnam-fan-out-to-inspect-the-election-us.html,article,,Archives,By Tom Buckley Special To the New York Times,Archives,,[]
Text of Senate Subcommittee's Report on the Bombing Policy in North Vietnam,1967-09-01,https://www.nytimes.com/1967/09/01/archives/text-of-senate-subcommittees-report-on-the-bombing-policy-in-north.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
U.S. Deaths Increase Slightly,1967-09-01,https://www.nytimes.com/1967/09/01/archives/us-deaths-increase-slightly.html,article,,Archives,,Archives,,['Vietnam']
