headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
SENATOR SUPPORTS THANT TRUCE PLAN; Clark Bids U.S. Put Proposal into Effect Unilaterally,1967-04-01,https://www.nytimes.com/1967/04/01/archives/senator-supports-thant-truce-plan-clark-bids-us-put-proposal-into.html,article,,Archives,By Hedrick Smith Special To the New York Times,Archives,,['Vietnam']
Protest on Vietnam Disrupts Draft Headquarters,1967-04-01,https://www.nytimes.com/1967/04/01/archives/protest-on-vietnam-disrupts-draft-headquarters.html,article,,Archives,By Ben A. Franklin Special To the New York Times,Archives,,['Vietnam']
Saigon Promulgates A New Constitution; Saigon Constitution Promulgated at Ceremony,1967-04-01,https://www.nytimes.com/1967/04/01/archives/saigon-promulgates-a-new-constitution-saigon-constitution.html,article,,Archives,By R.w. Apple Jr. Special To the New York Times,Archives,,['Vietnam']
Saigon Pacification Leader Confident of Success,1967-04-01,https://www.nytimes.com/1967/04/01/archives/saigon-pacification-leader-confident-of-success.html,article,,Archives,By Charles Mohr Special To the New York Times,Archives,,['Vietnam']
Big U.S. Force Repulses Foe's Attack,1967-04-01,https://www.nytimes.com/1967/04/01/archives/big-us-force-repulses-foes-attack.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
"Airborne Brigade Soldiers, Firing Weapons, Advance on the Enemy",1967-04-01,https://www.nytimes.com/1967/04/01/archives/airborne-brigade-soldiers-firing-weapons-advance-on-the-enemy.html,article,,Archives,,Archives,,['Vietnam']
World Group Weighs Mediation,1967-04-01,https://www.nytimes.com/1967/04/01/archives/world-group-weighs-mediation.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Saigon Backs Thant Plan in Principle,1967-04-01,https://www.nytimes.com/1967/04/01/archives/saigon-backs-thant-plan-in-principle.html,article,,Archives,By Raymond Daniell Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
VATICAN LISTS HELP GIVEN FOR VIETNAM,1967-04-01,https://www.nytimes.com/1967/04/01/archives/vatican-lists-help-given-for-vietnam.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
"The G.I., 2 Wars Later: A Combat Professional; Staff Officers and Riflemen Found Better Educated and More Adaptable",1967-04-01,https://www.nytimes.com/1967/04/01/archives/the-gi-2-wars-later-a-combat-professional-staff-officers-and.html,article,,Archives,By Drew Middleton Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
Farley Predicts Victory In Vietnam Before '68,1967-04-01,https://www.nytimes.com/1967/04/01/archives/farley-predicts-victory-in-vietnam-before-68.html,article,,Archives,,Archives,,['Vietnam']
Text of Saigon Note to U.N.,1967-04-01,https://www.nytimes.com/1967/04/01/archives/text-of-saigon-note-to-un.html,article,,Archives,,Archives,,['Vietnam']
Curb on C.I.A.; An End to Covert Aid,1967-04-02,https://www.nytimes.com/1967/04/02/archives/curb-on-cia-an-end-to-covert-aid.html,article,,Archives,,Archives,,['Vietnam']
Enemy Is Hunted From Door to Door in Saigon; Draft Dodgers Also a Target of Midnight Police Raids --Foe's Supplies Seized,1967-04-02,https://www.nytimes.com/1967/04/02/archives/enemy-is-hunted-from-door-to-door-in-saigon-draft-dodgers-also-a.html,article,,Archives,By Peter Braestrup Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
THANT URGES U.S. DECLARE A HALT IN VIETNAM WAR; Appeals for Unilateral Step in Hope That the Enemy Will Follow Pattern NO COMMENT IN CAPITAL But Aides See a Parallel to Hanoi Terms--U.N. Chief Praises Clark's Plan Thant Urges Unilateral U.S. Cease-Fire in Vietnam,1967-04-02,https://www.nytimes.com/1967/04/02/archives/thant-urges-us-declare-a-halt-in-vietnam-war-appeals-for-unilateral.html,article,,Archives,By Sam Pope Brewer Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
A Halt to Bombing Of North Vietnam Proposed by A.D.A.,1967-04-02,https://www.nytimes.com/1967/04/02/archives/a-halt-to-bombing-of-north-vietnam-proposed-by-ada.html,article,,Archives,,Archives,,['Vietnam']
Thant and Romney Confer,1967-04-02,https://www.nytimes.com/1967/04/02/archives/thant-and-romney-confer.html,article,,Archives,,Archives,,['Vietnam']
Jackson Pollock In Retrospect 'He Broke the Ice'; Jackson Pollock (Cont.),1967-04-02,https://www.nytimes.com/1967/04/02/archives/jackson-pollock-in-retrospect-he-broke-the-ice-jackson-pollock-cont.html,article,,Archives,By Vivien Raynor,Archives,,['Vietnam']
Moscow and Cairo Demand Halt in U.S. Raids on North,1967-04-02,https://www.nytimes.com/1967/04/02/archives/moscow-and-cairo-demand-halt-in-us-raids-on-north.html,article,,Archives,,Archives,,['Vietnam']
CANDIDATE SEEKS VOTES IN VIETNAM; A Village Chief Learns to Make Election Pledges,1967-04-02,https://www.nytimes.com/1967/04/02/archives/candidate-seeks-votes-in-vietnam-a-village-chief-learns-to-make.html,article,,Archives,By Tom Buckley Special To the New York Times,Archives,,['Vietnam']
"Another Opinion; I Oppose the War in Vietnam""",1967-04-02,https://www.nytimes.com/1967/04/02/archives/another-opinion-i-oppose-the-war-in-vietnam.html,article,,Archives,,Archives,,[]
Vietnam's Elections,1967-04-02,https://www.nytimes.com/1967/04/02/archives/vietnams-elections.html,article,,Archives,,Archives,,['Vietnam']
LeMay Would Use A-Bomb If China Fights in Vietnam,1967-04-02,https://www.nytimes.com/1967/04/02/archives/lemay-would-use-abomb-if-china-fights-in-vietnam.html,article,,Archives,,Archives,,['Vietnam']
"BIG ENEMY FORCE REPULSED BY G.I.'S; Americans, Outnumbered, Kill 581 Vietcong After Attack in War Zone C Outnumbered G.I.'s Kill 581 Vietcong",1967-04-02,https://www.nytimes.com/1967/04/02/archives/big-enemy-force-repulsed-by-gis-americans-outnumbered-kill-581.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
HUMPHREY GETS A PLEA FROM POPE ON VIETNAM PEACE; Demonstrators in Florence Hurl Eggs and Distribute Leaflets Assailing War Humphrey Hears Pontiff's Plea; Eggs Hurled at Him in Florence,1967-04-02,https://www.nytimes.com/1967/04/02/archives/humphrey-gets-a-plea-from-pope-on-vietnam-peace-demonstrators-in.html,article,,Archives,By Robert C. Doty Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
VIETNAM AS ISSUE OPPOSED BY CASE; He Is Against Either Party Using War in Campaign,1967-04-02,https://www.nytimes.com/1967/04/02/archives/vietnam-as-issue-opposed-by-case-he-is-against-either-party-using.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Letters to the Editor of The Times,1967-04-02,https://www.nytimes.com/1967/04/02/archives/letters-to-the-editor-of-the-times.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
NEW SETBACK HITS TOP INDIAN PARTY; Loss of Uttar Pradesh Is Blow to Mrs. Gandhi,1967-04-02,https://www.nytimes.com/1967/04/02/archives/new-setback-hits-top-indian-party-loss-of-uttar-pradesh-is-blow-to.html,article,,Archives,,Archives,,['Vietnam']
Miss Katharine Nugent Married in Larchmont,1967-04-02,https://www.nytimes.com/1967/04/02/archives/miss-katharine-nugent-married-in-larchmont.html,article,,Archives,,Archives,,['Vietnam']
The Vietnam Tangle; U Thant: Failure Of a Mission No Easy Road To Democracy The Puzzle of Enemy Tactics,1967-04-02,https://www.nytimes.com/1967/04/02/archives/the-vietnam-tangle-u-thant-failure-of-a-mission-no-easy-road-to.html,article,,Archives,,Archives,,[]
Dr. King to Weigh Civil Disobedience If War Intensifies; Dr. King Says Civil Disobedience May Be Necessary if U.S. Continues to Intensify War,1967-04-02,https://www.nytimes.com/1967/04/02/archives/dr-king-to-weigh-civil-disobedience-if-war-intensifies-dr-king-says.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
200 Villages in Vietnam Vote for Local Councilmen; South Vietnam Villages Elect Councils,1967-04-03,https://www.nytimes.com/1967/04/03/archives/200-villages-in-vietnam-vote-for-local-councilmen-south-vietnam.html,article,,Archives,By R.w. Apple Jr. Special To the New York Times,Archives,,['Vietnam']
Quakers to Return,1967-04-03,https://www.nytimes.com/1967/04/03/archives/quakers-to-return.html,article,,Archives,,Archives,,['Vietnam']
The Three Wars of Vietnam,1967-04-03,https://www.nytimes.com/1967/04/03/archives/the-three-wars-of-vietnam.html,article,,Archives,By John B. Oakes,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Bombing Assailed in Cairo,1967-04-03,https://www.nytimes.com/1967/04/03/archives/bombing-assailed-in-cairo.html,article,,Archives,,Archives,,['Vietnam']
Parliament Group Backs Plan to Send Mission to Vietnam,1967-04-03,https://www.nytimes.com/1967/04/03/archives/parliament-group-backs-plan-to-send-mission-to-vietnam.html,article,,Archives,By Tad Szulc Special To the New York Times,Archives,,[]
