headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
"SHELLS HIT LAWN OF SAIGON PALACE DURING RECEPTION; 2,000 at Inaugural Party, Including Humphrey, Safe as 3 Rounds Fall Short 3 OUTSIDE ARE INJURED Vietcong Attack Over Wide Area as Thieu Becomes the Country's President Shells Strike Saigon Palace Lawn During Party",1967-11-01,https://www.nytimes.com/1967/11/01/archives/shells-hit-lawn-of-saigon-palace-during-reception-2000-at-inaugural.html,article,,Archives,By R.w. Apple Jr. Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
THIEU AND KY GET HUMPHREY ADVICE; Newly Inaugurated Chiefs Urged to Speed Legislation,1967-11-01,https://www.nytimes.com/1967/11/01/archives/thieu-and-ky-get-humphrey-advice-newly-inaugurated-chiefs-urged-to.html,article,,Archives,By Roy Reed Special To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
VIETCONG CUT DOWN IN AIRFIELD CHARGE,1967-11-01,https://www.nytimes.com/1967/11/01/archives/vietcong-cut-down-in-airfield-charge.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Freedom on the Campus,1967-11-01,https://www.nytimes.com/1967/11/01/archives/freedom-on-the-campus.html,article,,Archives,,Archives,,['Vietnam']
6 Area Servicemen Listed Among 41 Dead in Vietnam,1967-11-01,https://www.nytimes.com/1967/11/01/archives/6-area-servicemen-listed-among-41-dead-in-vietnam.html,article,,Archives,,Archives,,[]
Senate Panel to Press Rusk for Open War Debate,1967-11-01,https://www.nytimes.com/1967/11/01/archives/senate-panel-to-press-rusk-for-open-war-debate.html,article,,Archives,By John W. Finney Special To the New York Times,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Critics of Johnson Shout Down War Defenders; Heckle Rep. Murphy When He Says Protesters Protract the Conflict in Vietnam,1967-11-01,https://www.nytimes.com/1967/11/01/archives/critics-of-johnson-shout-down-war-defenders-heckle-rep-murphy-when.html,article,,Archives,By Clayton Knowles,Archives,,['Vietnam']
Edward Kennedy Urges Shift in Vietnam Policy,1967-11-01,https://www.nytimes.com/1967/11/01/archives/edward-kennedy-urges-shift-in-vietnam-policy.html,article,,Archives,By Emanuel Perlmutter,Archives,,"['Vietnam', 'Vietnam', 'Vietnam', 'Vietnam']"
Harvard Puts 74 on Probation in Student Protest,1967-11-01,https://www.nytimes.com/1967/11/01/archives/harvard-puts-74-on-probation-in-student-protest.html,article,,Archives,By John H. Fenton Special To the New York Times,Archives,,['Vietnam']
Proposes a Neutral Asia,1967-11-01,https://www.nytimes.com/1967/11/01/archives/proposes-a-neutral-asia.html,article,,Archives,,Archives,,['Vietnam']
PRESSURE ON U.S. IS URGED BY HANOI; It Asks All Nations to Help Halt Bombings--Reports 200 Civilian Casualties PRESSURE ON U.S. IS URGED BY HANOI No Reaction in MOSCOW,1967-11-01,https://www.nytimes.com/1967/11/01/archives/pressure-on-us-is-urged-by-hanoi-it-asks-all-nations-to-help-halt.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
Washington: From Dissent to Resistance,1967-11-01,https://www.nytimes.com/1967/11/01/archives/washington-from-dissent-to-resistance.html,article,,Archives,By James Reston,Archives,,['Vietnam']
Letters to the Editor of The Times,1967-11-01,https://www.nytimes.com/1967/11/01/archives/letters-to-the-editor-of-the-times.html,article,,Archives,,Archives,,['Vietnam']
