headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
"REISCHAUER CALLS RED CHINA 'WEAK'; U.S. Overrates Its Menace, He Tells Senators Urges Cut in Vietnam Bombing REISCHAUER CALLS RED CHINA 'WEAK'",1967-02-01,https://www.nytimes.com/1967/02/01/archives/reischauer-calls-red-china-weak-us-overrates-its-menace-he-tells.html,article,,Archives,By Hedrick Smith Special To the New York Times,Archives,,['Vietnam']
PROFESSOR IN HUE LAMENTS HIS ROLE; Says U.S. and Saigon Balk Efforts to Run University,1967-02-01,https://www.nytimes.com/1967/02/01/archives/professor-in-hue-laments-his-role-says-us-and-saigon-balk-efforts.html,article,,Archives,By R.w. Apple Jr. Special To the New York Times,Archives,,['Vietnam']
LOSS OF SUPPORT BY FOE INDICATED; Captured Document Is Said to Tell of Difficulties,1967-02-01,https://www.nytimes.com/1967/02/01/archives/loss-of-support-by-foe-indicated-captured-document-is-said-to-tell.html,article,,Archives,By Tom Buckley Special To the New York Times,Archives,,['Vietnam']
"2,000 IN CAPITAL PROTEST THE WAR; Clergy and Laymen March in Front of White House",1967-02-01,https://www.nytimes.com/1967/02/01/archives/2000-in-capital-protest-the-war-clergy-and-laymen-march-in-front-of.html,article,,Archives,By Roy Reed Special To the New York Times,Archives,,['Vietnam']
Saigon Fears Further Inflation As Price of Rice Goes Up 30%,1967-02-01,https://www.nytimes.com/1967/02/01/archives/saigon-fears-further-inflation-as-price-of-rice-goes-up-30.html,article,,Archives,By Jonathan Randal Special To the New York Times,Archives,,['Vietnam']
Schlesinger Denies China Is the Issue in Vietnam,1967-02-01,https://www.nytimes.com/1967/02/01/archives/schlesinger-denies-china-is-the-issue-in-vietnam.html,article,,Archives,,Archives,,['Vietnam']
U.S. RAIDS GO ON IN POOR WEATHER; 31 Missions Flown in North  B-52's Attack in South,1967-02-01,https://www.nytimes.com/1967/02/01/archives/us-raids-go-on-in-poor-weather-31-missions-flown-in-north-b52s.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
"PRESIDENT SEEKS $250-MILLION RISE IN G.I. BENEFITS; In Message to Congress, He Proposes Increases for Veterans in College PENSION GAIN SOUGHT Plan Would Give Vietnam Troops Same Aid as Those in Past Wars Received President Asks Benefits Rise For Servicemen and Veterans",1967-02-01,https://www.nytimes.com/1967/02/01/archives/president-seeks-250million-rise-in-gi-benefits-in-message-to.html,article,,Archives,,Archives,,[]
U.S. Sees No Change in Hanoi's Position on Talks,1967-02-01,https://www.nytimes.com/1967/02/01/archives/us-sees-no-change-in-hanois-position-on-talks.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam']"
U.S. PRESS COVERAGE FROM HANOI ASSAYED,1967-02-01,https://www.nytimes.com/1967/02/01/archives/us-press-coverage-from-hanoi-assayed.html,article,,Archives,,Archives,,['Vietnam']
Excerpts From Reischauer's Statement to Senators,1967-02-01,https://www.nytimes.com/1967/02/01/archives/excerpts-from-reischauers-statement-to-senators.html,article,,Archives,,Archives,,['Vietnam']
Students Meet Rusk,1967-02-01,https://www.nytimes.com/1967/02/01/archives/students-meet-rusk.html,article,,Archives,,Archives,,['Vietnam']
Hanoi Says 100 Were Killed,1967-02-01,https://www.nytimes.com/1967/02/01/archives/hanoi-says-100-were-killed.html,article,,Archives,,Archives,,['Vietnam']
