headline,date,web_url,doc_type,lead_paragraph,material_type,author,section,subsection,keywords
Perils of Trying to Dump a President,1967-10-01,https://www.nytimes.com/1967/10/01/archives/perils-of-trying-to-dump-a-president.html,article,,Archives,By William V. Shannon,Archives,,['Vietnam']
"Vietnam Medicine--I; Visiting American Team, on Its Return, Reports to Johnson on Napalm Burns",1967-10-01,https://www.nytimes.com/1967/10/01/archives/vietnam-medicinei-visiting-american-team-on-its-return-reports-to.html,article,,Archives,"By Howard A. Rusk, M.d",Archives,,"['Vietnam', 'Vietnam']"
Vietnam; Johnson Under Political Pressures,1967-10-01,https://www.nytimes.com/1967/10/01/archives/vietnam-johnson-under-political-pressures.html,article,,Archives,,Archives,,[]
FULBRIGHT IS COOL TO JOHNSON SPEECH,1967-10-01,https://www.nytimes.com/1967/10/01/archives/fulbright-is-cool-to-johnson-speech.html,article,,Archives,,Archives,,['Vietnam']
Kirk Bids McNamara Quit; Assails Vietnam Barrier,1967-10-01,https://www.nytimes.com/1967/10/01/archives/kirk-bids-mcnamara-quit-assails-vietnam-barrier.html,article,,Archives,,Archives,,['Vietnam']
AMERICANS STUDY AT SAIGON SCHOOL; Children of Civilians Taking Classes at $40 a Month,1967-10-01,https://www.nytimes.com/1967/10/01/archives/americans-study-at-saigon-school-children-of-civilians-taking.html,article,,Archives,By Bernard Weinraub Special To the New York Times,Archives,,['Vietnam']
"At Embattled Conthien, the Marines Dig Deeper; The Marines Dig Deeper at Their Embattled Conthien Outpost",1967-10-01,https://www.nytimes.com/1967/10/01/archives/at-embattled-conthien-the-marines-dig-deeper-the-marines-dig-deeper.html,article,,Archives,By Charles Mohr Special To the New York Times,Archives,,"['Vietnam', 'Vietnam']"
A War Ace Knows Nothing About Hanoi Planes in China,1967-10-01,https://www.nytimes.com/1967/10/01/archives/a-war-ace-knows-nothing-about-hanoi-planes-in-china.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
Washington: Johnson's Personal Approach to History,1967-10-01,https://www.nytimes.com/1967/10/01/archives/washington-johnsons-personal-approach-to-history.html,article,,Archives,By James Reston,Archives,,['Vietnam']
Gen. Walt Urges Attack,1967-10-01,https://www.nytimes.com/1967/10/01/archives/gen-walt-urges-attack.html,article,,Archives,,Archives,,['Vietnam']
U.S. Judge Rejects Plea Asking Recall Of Senator Church,1967-10-01,https://www.nytimes.com/1967/10/01/archives/us-judge-rejects-plea-asking-recall-of-senator-church.html,article,,Archives,,Archives,,['Vietnam']
WALLACE ACCEPTS SUPPORT OF KLAN; Says in 'New Party' Drive He Is a Segregationist,1967-10-01,https://www.nytimes.com/1967/10/01/archives/wallace-accepts-support-of-klan-says-in-new-party-drive-he-is-a.html,article,,Archives,By Ben A. Franklin Special To the New York Times,Archives,,['Vietnam']
JOHNSON ACCEPTS DEFENSE FUND CUT WITH OBJECTIONS; He Signs $69.9-Billion Act but Fears More Will Be Needed Before June 30 SCORES CURB ON BRITISH Upholds Their Right to Bid Against U.S. Shipbuilders for Pentagon Awards,1967-10-01,https://www.nytimes.com/1967/10/01/archives/johnson-accepts-defense-fund-cut-with-objections-he-signs.html,article,,Archives,By Max Frankel Special To the New York Times,Archives,,['Vietnam']
In The Nation; L.B.J. vs. the Hawks,1967-10-01,https://www.nytimes.com/1967/10/01/archives/in-the-nation-lbj-vs-the-hawks.html,article,,Archives,By Tom Wicker,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
New Policy Stress On Asia's Growth Urged by Mansfield; MANSFIELD URGES SHIFT IN U.S. VIEW,1967-10-01,https://www.nytimes.com/1967/10/01/archives/new-policy-stress-on-asias-growth-urged-by-mansfield-mansfield.html,article,,Archives,By John W. Finney Special To the New York Times,Archives,,['Vietnam']
LEGISLATORS END TALKS ON U.S. TIES; State Lawmakers Pay Visit to the President's Ranch,1967-10-01,https://www.nytimes.com/1967/10/01/archives/legislators-end-talks-on-us-ties-state-lawmakers-pay-visit-to-the.html,article,,Archives,,Archives,,['Vietnam']
Letters to the Editor of The Times,1967-10-01,https://www.nytimes.com/1967/10/01/archives/letters-to-the-editor-of-the-times.html,article,,Archives,,Archives,,"['Vietnam', 'Vietnam', 'Vietnam']"
KENNEDY BACKERS BAR NEUTRALITY; Bid for Uncommitted Stand Against Johnson Loses,1967-10-01,https://www.nytimes.com/1967/10/01/archives/kennedy-backers-bar-neutrality-bid-for-uncommitted-stand-against.html,article,,Archives,By Homer Bigart Special To the New York Times,Archives,,['Vietnam']
Front Page 1 -- No Title,1967-10-01,https://www.nytimes.com/1967/10/01/archives/front-page-1-no-title.html,article,,Archives,,Archives,,['Vietnam']
